"industry_raw","industry_code","industry_level","year","high_growth_enterprises"
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2021",5
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2022",0
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2023",5
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2024",0
"245 : Casting of metals","245","group","2019",5
"245 : Casting of metals","245","group","2020",5
"245 : Casting of metals","245","group","2021",0
"245 : Casting of metals","245","group","2022",5
"245 : Casting of metals","245","group","2023",5
"245 : Casting of metals","245","group","2024",0
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2019",185
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2020",160
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2021",125
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2022",120
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2023",140
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2024",130
"251 : Manufacture of structural metal products","251","group","2019",65
"251 : Manufacture of structural metal products","251","group","2020",50
"251 : Manufacture of structural metal products","251","group","2021",45
"251 : Manufacture of structural metal products","251","group","2022",55
"251 : Manufacture of structural metal products","251","group","2023",55
"251 : Manufacture of structural metal products","251","group","2024",40
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2019",5
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2020",5
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2021",5
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2022",0
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2023",5
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2024",5
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2019",0
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2020",0
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2021",0
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2022",0
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2023",0
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2024",0
"254 : Manufacture of weapons and ammunition","254","group","2019",0
"254 : Manufacture of weapons and ammunition","254","group","2020",0
"254 : Manufacture of weapons and ammunition","254","group","2021",0
"254 : Manufacture of weapons and ammunition","254","group","2022",0
"254 : Manufacture of weapons and ammunition","254","group","2023",0
"254 : Manufacture of weapons and ammunition","254","group","2024",0
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2019",5
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2020",5
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2021",5
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2022",5
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2023",5
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2024",5
"256 : Treatment and coating of metals; machining","256","group","2019",70
"256 : Treatment and coating of metals; machining","256","group","2020",65
"256 : Treatment and coating of metals; machining","256","group","2021",55
"256 : Treatment and coating of metals; machining","256","group","2022",50
"256 : Treatment and coating of metals; machining","256","group","2023",55
"256 : Treatment and coating of metals; machining","256","group","2024",55
"257 : Manufacture of cutlery, tools and general hardware","257","group","2019",5
"257 : Manufacture of cutlery, tools and general hardware","257","group","2020",10
"257 : Manufacture of cutlery, tools and general hardware","257","group","2021",5
"257 : Manufacture of cutlery, tools and general hardware","257","group","2022",0
"257 : Manufacture of cutlery, tools and general hardware","257","group","2023",5
"257 : Manufacture of cutlery, tools and general hardware","257","group","2024",5
"259 : Manufacture of other fabricated metal products","259","group","2019",35
"259 : Manufacture of other fabricated metal products","259","group","2020",25
"259 : Manufacture of other fabricated metal products","259","group","2021",10
"259 : Manufacture of other fabricated metal products","259","group","2022",10
"259 : Manufacture of other fabricated metal products","259","group","2023",15
"259 : Manufacture of other fabricated metal products","259","group","2024",20
"26 : Manufacture of computer, electronic and optical products","26","division","2019",70
"26 : Manufacture of computer, electronic and optical products","26","division","2020",65
"26 : Manufacture of computer, electronic and optical products","26","division","2021",50
"26 : Manufacture of computer, electronic and optical products","26","division","2022",45
"26 : Manufacture of computer, electronic and optical products","26","division","2023",55
"26 : Manufacture of computer, electronic and optical products","26","division","2024",55
"261 : Manufacture of electronic components and boards","261","group","2019",10
"261 : Manufacture of electronic components and boards","261","group","2020",15
"261 : Manufacture of electronic components and boards","261","group","2021",5
"261 : Manufacture of electronic components and boards","261","group","2022",10
"261 : Manufacture of electronic components and boards","261","group","2023",15
"261 : Manufacture of electronic components and boards","261","group","2024",10
"262 : Manufacture of computers and peripheral equipment","262","group","2019",5
"262 : Manufacture of computers and peripheral equipment","262","group","2020",5
"262 : Manufacture of computers and peripheral equipment","262","group","2021",5
"262 : Manufacture of computers and peripheral equipment","262","group","2022",5
"262 : Manufacture of computers and peripheral equipment","262","group","2023",0
"262 : Manufacture of computers and peripheral equipment","262","group","2024",5
"263 : Manufacture of communication equipment","263","group","2019",5
"263 : Manufacture of communication equipment","263","group","2020",5
"263 : Manufacture of communication equipment","263","group","2021",0
"263 : Manufacture of communication equipment","263","group","2022",5
"263 : Manufacture of communication equipment","263","group","2023",5
"263 : Manufacture of communication equipment","263","group","2024",5
"264 : Manufacture of consumer electronics","264","group","2019",5
"264 : Manufacture of consumer electronics","264","group","2020",5
"264 : Manufacture of consumer electronics","264","group","2021",5
"264 : Manufacture of consumer electronics","264","group","2022",0
"264 : Manufacture of consumer electronics","264","group","2023",5
"264 : Manufacture of consumer electronics","264","group","2024",5
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2019",30
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2020",25
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2021",25
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2022",20
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2023",25
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2024",25
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2019",5
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2020",5
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2021",5
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2022",0
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2023",0
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2024",0
"267 : Manufacture of optical instruments and photographic equipment","267","group","2019",10
"267 : Manufacture of optical instruments and photographic equipment","267","group","2020",5
"267 : Manufacture of optical instruments and photographic equipment","267","group","2021",5
"267 : Manufacture of optical instruments and photographic equipment","267","group","2022",5
"267 : Manufacture of optical instruments and photographic equipment","267","group","2023",5
"267 : Manufacture of optical instruments and photographic equipment","267","group","2024",5
"268 : Manufacture of magnetic and optical media","268","group","2019",0
"268 : Manufacture of magnetic and optical media","268","group","2020",0
"268 : Manufacture of magnetic and optical media","268","group","2021",0
"268 : Manufacture of magnetic and optical media","268","group","2022",0
"268 : Manufacture of magnetic and optical media","268","group","2023",0
"268 : Manufacture of magnetic and optical media","268","group","2024",0
"27 : Manufacture of electrical equipment","27","division","2019",45
"27 : Manufacture of electrical equipment","27","division","2020",40
"27 : Manufacture of electrical equipment","27","division","2021",25
"27 : Manufacture of electrical equipment","27","division","2022",25
"27 : Manufacture of electrical equipment","27","division","2023",40
"27 : Manufacture of electrical equipment","27","division","2024",40
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2019",15
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2020",15
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2021",10
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2022",5
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2023",15
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2024",15
"272 : Manufacture of batteries and accumulators","272","group","2019",5
"272 : Manufacture of batteries and accumulators","272","group","2020",5
"272 : Manufacture of batteries and accumulators","272","group","2021",5
"272 : Manufacture of batteries and accumulators","272","group","2022",0
"272 : Manufacture of batteries and accumulators","272","group","2023",0
"272 : Manufacture of batteries and accumulators","272","group","2024",5
"273 : Manufacture of wiring and wiring devices","273","group","2019",5
"273 : Manufacture of wiring and wiring devices","273","group","2020",5
"273 : Manufacture of wiring and wiring devices","273","group","2021",0
"273 : Manufacture of wiring and wiring devices","273","group","2022",5
"273 : Manufacture of wiring and wiring devices","273","group","2023",5
"273 : Manufacture of wiring and wiring devices","273","group","2024",5
"274 : Manufacture of electric lighting equipment","274","group","2019",10
"274 : Manufacture of electric lighting equipment","274","group","2020",10
"274 : Manufacture of electric lighting equipment","274","group","2021",5
"274 : Manufacture of electric lighting equipment","274","group","2022",5
"274 : Manufacture of electric lighting equipment","274","group","2023",5
"274 : Manufacture of electric lighting equipment","274","group","2024",10
"275 : Manufacture of domestic appliances","275","group","2019",0
"275 : Manufacture of domestic appliances","275","group","2020",0
"275 : Manufacture of domestic appliances","275","group","2021",0
"275 : Manufacture of domestic appliances","275","group","2022",5
"275 : Manufacture of domestic appliances","275","group","2023",5
"275 : Manufacture of domestic appliances","275","group","2024",0
"279 : Manufacture of other electrical equipment","279","group","2019",10
"279 : Manufacture of other electrical equipment","279","group","2020",5
"279 : Manufacture of other electrical equipment","279","group","2021",5
"279 : Manufacture of other electrical equipment","279","group","2022",5
"279 : Manufacture of other electrical equipment","279","group","2023",10
"279 : Manufacture of other electrical equipment","279","group","2024",5
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2019",80
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2020",70
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2021",50
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2022",55
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2023",50
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2024",60
"281 : Manufacture of general-purpose machinery","281","group","2019",10
"281 : Manufacture of general-purpose machinery","281","group","2020",10
"281 : Manufacture of general-purpose machinery","281","group","2021",10
"281 : Manufacture of general-purpose machinery","281","group","2022",10
"281 : Manufacture of general-purpose machinery","281","group","2023",10
"281 : Manufacture of general-purpose machinery","281","group","2024",15
"282 : Manufacture of other general-purpose machinery","282","group","2019",45
"282 : Manufacture of other general-purpose machinery","282","group","2020",40
"282 : Manufacture of other general-purpose machinery","282","group","2021",25
"282 : Manufacture of other general-purpose machinery","282","group","2022",25
"282 : Manufacture of other general-purpose machinery","282","group","2023",25
"282 : Manufacture of other general-purpose machinery","282","group","2024",25
"283 : Manufacture of agricultural and forestry machinery","283","group","2019",5
"283 : Manufacture of agricultural and forestry machinery","283","group","2020",5
"283 : Manufacture of agricultural and forestry machinery","283","group","2021",0
"283 : Manufacture of agricultural and forestry machinery","283","group","2022",5
"283 : Manufacture of agricultural and forestry machinery","283","group","2023",5
"283 : Manufacture of agricultural and forestry machinery","283","group","2024",5
"284 : Manufacture of metal forming machinery and machine tools","284","group","2019",5
"284 : Manufacture of metal forming machinery and machine tools","284","group","2020",5
"284 : Manufacture of metal forming machinery and machine tools","284","group","2021",5
"284 : Manufacture of metal forming machinery and machine tools","284","group","2022",0
"284 : Manufacture of metal forming machinery and machine tools","284","group","2023",0
"284 : Manufacture of metal forming machinery and machine tools","284","group","2024",5
"289 : Manufacture of other special-purpose machinery","289","group","2019",15
"289 : Manufacture of other special-purpose machinery","289","group","2020",10
"289 : Manufacture of other special-purpose machinery","289","group","2021",10
"289 : Manufacture of other special-purpose machinery","289","group","2022",15
"289 : Manufacture of other special-purpose machinery","289","group","2023",10
"289 : Manufacture of other special-purpose machinery","289","group","2024",10
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2019",40
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2020",25
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2021",20
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2022",25
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2023",30
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2024",30
"291 : Manufacture of motor vehicles","291","group","2019",10
"291 : Manufacture of motor vehicles","291","group","2020",5
"291 : Manufacture of motor vehicles","291","group","2021",0
"291 : Manufacture of motor vehicles","291","group","2022",5
"291 : Manufacture of motor vehicles","291","group","2023",5
"291 : Manufacture of motor vehicles","291","group","2024",5
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2019",10
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2020",10
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2021",10
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2022",10
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2023",10
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2024",10
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2019",20
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2020",10
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2021",10
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2022",10
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2023",15
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2024",15
"30 : Manufacture of other transport equipment","30","division","2019",25
"30 : Manufacture of other transport equipment","30","division","2020",25
"30 : Manufacture of other transport equipment","30","division","2021",10
"30 : Manufacture of other transport equipment","30","division","2022",10
"30 : Manufacture of other transport equipment","30","division","2023",15
"30 : Manufacture of other transport equipment","30","division","2024",20
"301 : Building of ships and boats","301","group","2019",5
"301 : Building of ships and boats","301","group","2020",10
"301 : Building of ships and boats","301","group","2021",5
"301 : Building of ships and boats","301","group","2022",5
"301 : Building of ships and boats","301","group","2023",5
"301 : Building of ships and boats","301","group","2024",5
"302 : Manufacture of railway locomotives and rolling stock","302","group","2019",0
"302 : Manufacture of railway locomotives and rolling stock","302","group","2020",0
"302 : Manufacture of railway locomotives and rolling stock","302","group","2021",0
"302 : Manufacture of railway locomotives and rolling stock","302","group","2022",0
"302 : Manufacture of railway locomotives and rolling stock","302","group","2023",0
"302 : Manufacture of railway locomotives and rolling stock","302","group","2024",0
"303 : Manufacture of air and spacecraft and related machinery","303","group","2019",15
"303 : Manufacture of air and spacecraft and related machinery","303","group","2020",5
"303 : Manufacture of air and spacecraft and related machinery","303","group","2021",0
"303 : Manufacture of air and spacecraft and related machinery","303","group","2022",5
"303 : Manufacture of air and spacecraft and related machinery","303","group","2023",5
"303 : Manufacture of air and spacecraft and related machinery","303","group","2024",10
"304 : Manufacture of military fighting vehicles","304","group","2019",0
"304 : Manufacture of military fighting vehicles","304","group","2020",0
"304 : Manufacture of military fighting vehicles","304","group","2021",0
"304 : Manufacture of military fighting vehicles","304","group","2022",0
"304 : Manufacture of military fighting vehicles","304","group","2023",0
"304 : Manufacture of military fighting vehicles","304","group","2024",0
"309 : Manufacture of transport equipment n.e.c.","309","group","2019",5
"309 : Manufacture of transport equipment n.e.c.","309","group","2020",10
"309 : Manufacture of transport equipment n.e.c.","309","group","2021",5
"309 : Manufacture of transport equipment n.e.c.","309","group","2022",0
"309 : Manufacture of transport equipment n.e.c.","309","group","2023",5
"309 : Manufacture of transport equipment n.e.c.","309","group","2024",5
"31 : Manufacture of furniture","31","division","2019",50
"31 : Manufacture of furniture","31","division","2020",35
"31 : Manufacture of furniture","31","division","2021",35
"31 : Manufacture of furniture","31","division","2022",40
"31 : Manufacture of furniture","31","division","2023",45
"31 : Manufacture of furniture","31","division","2024",30
"310 : Manufacture of furniture","310","group","2019",50
"310 : Manufacture of furniture","310","group","2020",35
"310 : Manufacture of furniture","310","group","2021",35
"310 : Manufacture of furniture","310","group","2022",40
"310 : Manufacture of furniture","310","group","2023",45
"310 : Manufacture of furniture","310","group","2024",30
"32 : Other manufacturing","32","division","2019",40
"32 : Other manufacturing","32","division","2020",50
"32 : Other manufacturing","32","division","2021",45
"32 : Other manufacturing","32","division","2022",40
"32 : Other manufacturing","32","division","2023",30
"32 : Other manufacturing","32","division","2024",30
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2019",5
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2020",5
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2021",5
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2022",0
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2023",0
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2024",0
"322 : Manufacture of musical instruments","322","group","2019",0
"322 : Manufacture of musical instruments","322","group","2020",0
"322 : Manufacture of musical instruments","322","group","2021",0
"322 : Manufacture of musical instruments","322","group","2022",0
"322 : Manufacture of musical instruments","322","group","2023",0
"322 : Manufacture of musical instruments","322","group","2024",0
"323 : Manufacture of sports goods","323","group","2019",0
"323 : Manufacture of sports goods","323","group","2020",5
"323 : Manufacture of sports goods","323","group","2021",5
"323 : Manufacture of sports goods","323","group","2022",5
"323 : Manufacture of sports goods","323","group","2023",5
"323 : Manufacture of sports goods","323","group","2024",5
"324 : Manufacture of games and toys","324","group","2019",0
"324 : Manufacture of games and toys","324","group","2020",0
"324 : Manufacture of games and toys","324","group","2021",0
"324 : Manufacture of games and toys","324","group","2022",0
"324 : Manufacture of games and toys","324","group","2023",0
"324 : Manufacture of games and toys","324","group","2024",0
"325 : Manufacture of medical and dental instruments and supplies","325","group","2019",20
"325 : Manufacture of medical and dental instruments and supplies","325","group","2020",25
"325 : Manufacture of medical and dental instruments and supplies","325","group","2021",20
"325 : Manufacture of medical and dental instruments and supplies","325","group","2022",25
"325 : Manufacture of medical and dental instruments and supplies","325","group","2023",15
"325 : Manufacture of medical and dental instruments and supplies","325","group","2024",20
"329 : Other manufacturing n.e.c.","329","group","2019",15
"329 : Other manufacturing n.e.c.","329","group","2020",15
"329 : Other manufacturing n.e.c.","329","group","2021",15
"329 : Other manufacturing n.e.c.","329","group","2022",10
"329 : Other manufacturing n.e.c.","329","group","2023",10
"329 : Other manufacturing n.e.c.","329","group","2024",5
"33 : Repair and installation of machinery and equipment","33","division","2019",65
"33 : Repair and installation of machinery and equipment","33","division","2020",50
"33 : Repair and installation of machinery and equipment","33","division","2021",40
"33 : Repair and installation of machinery and equipment","33","division","2022",45
"33 : Repair and installation of machinery and equipment","33","division","2023",65
"33 : Repair and installation of machinery and equipment","33","division","2024",75
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2019",45
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2020",40
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2021",30
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2022",30
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2023",45
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2024",50
"332 : Installation of industrial machinery and equipment","332","group","2019",20
"332 : Installation of industrial machinery and equipment","332","group","2020",10
"332 : Installation of industrial machinery and equipment","332","group","2021",10
"332 : Installation of industrial machinery and equipment","332","group","2022",15
"332 : Installation of industrial machinery and equipment","332","group","2023",20
"332 : Installation of industrial machinery and equipment","332","group","2024",25
"35 : Electricity, gas, steam and air conditioning supply","35","division","2019",30
"35 : Electricity, gas, steam and air conditioning supply","35","division","2020",30
"35 : Electricity, gas, steam and air conditioning supply","35","division","2021",30
"35 : Electricity, gas, steam and air conditioning supply","35","division","2022",30
"35 : Electricity, gas, steam and air conditioning supply","35","division","2023",25
"35 : Electricity, gas, steam and air conditioning supply","35","division","2024",30
"351 : Electric power generation, transmission and distribution","351","group","2019",25
"351 : Electric power generation, transmission and distribution","351","group","2020",25
"351 : Electric power generation, transmission and distribution","351","group","2021",25
"351 : Electric power generation, transmission and distribution","351","group","2022",25
"351 : Electric power generation, transmission and distribution","351","group","2023",20
"351 : Electric power generation, transmission and distribution","351","group","2024",30
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2019",5
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2020",5
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2021",5
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2022",5
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2023",5
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2024",0
"353 : Steam and air conditioning supply","353","group","2019",0
"353 : Steam and air conditioning supply","353","group","2020",0
"353 : Steam and air conditioning supply","353","group","2021",0
"353 : Steam and air conditioning supply","353","group","2022",0
"353 : Steam and air conditioning supply","353","group","2023",0
"353 : Steam and air conditioning supply","353","group","2024",0
"36 : Water collection, treatment and supply","36","division","2019",5
"36 : Water collection, treatment and supply","36","division","2020",10
"36 : Water collection, treatment and supply","36","division","2021",5
"36 : Water collection, treatment and supply","36","division","2022",5
"36 : Water collection, treatment and supply","36","division","2023",5
"36 : Water collection, treatment and supply","36","division","2024",5
"360 : Water collection, treatment and supply","360","group","2019",5
"360 : Water collection, treatment and supply","360","group","2020",10
"360 : Water collection, treatment and supply","360","group","2021",5
"360 : Water collection, treatment and supply","360","group","2022",5
"360 : Water collection, treatment and supply","360","group","2023",5
"360 : Water collection, treatment and supply","360","group","2024",5
"37 : Sewerage","37","division","2019",5
"37 : Sewerage","37","division","2020",5
"37 : Sewerage","37","division","2021",10
"37 : Sewerage","37","division","2022",10
"37 : Sewerage","37","division","2023",10
"37 : Sewerage","37","division","2024",15
"370 : Sewerage","370","group","2019",5
"370 : Sewerage","370","group","2020",5
"370 : Sewerage","370","group","2021",10
"370 : Sewerage","370","group","2022",10
"370 : Sewerage","370","group","2023",10
"370 : Sewerage","370","group","2024",15
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2019",90
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2020",75
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2021",55
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2022",65
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2023",75
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2024",75
"381 : Waste collection","381","group","2019",45
"381 : Waste collection","381","group","2020",40
"381 : Waste collection","381","group","2021",25
"381 : Waste collection","381","group","2022",30
"381 : Waste collection","381","group","2023",30
"381 : Waste collection","381","group","2024",35
"382 : Waste treatment and disposal","382","group","2019",25
"382 : Waste treatment and disposal","382","group","2020",20
"382 : Waste treatment and disposal","382","group","2021",15
"382 : Waste treatment and disposal","382","group","2022",15
"382 : Waste treatment and disposal","382","group","2023",25
"382 : Waste treatment and disposal","382","group","2024",20
"383 : Materials recovery","383","group","2019",20
"383 : Materials recovery","383","group","2020",15
"383 : Materials recovery","383","group","2021",15
"383 : Materials recovery","383","group","2022",20
"383 : Materials recovery","383","group","2023",20
"383 : Materials recovery","383","group","2024",20
"39 : Remediation activities and other waste management services.","39","division","2019",5
"39 : Remediation activities and other waste management services.","39","division","2020",10
"39 : Remediation activities and other waste management services.","39","division","2021",10
"39 : Remediation activities and other waste management services.","39","division","2022",10
"39 : Remediation activities and other waste management services.","39","division","2023",10
"39 : Remediation activities and other waste management services.","39","division","2024",15
"390 : Remediation activities and other waste management services","390","group","2019",5
"390 : Remediation activities and other waste management services","390","group","2020",10
"390 : Remediation activities and other waste management services","390","group","2021",10
"390 : Remediation activities and other waste management services","390","group","2022",10
"390 : Remediation activities and other waste management services","390","group","2023",10
"390 : Remediation activities and other waste management services","390","group","2024",15
"41 : Construction of buildings","41","division","2019",225
"41 : Construction of buildings","41","division","2020",200
"41 : Construction of buildings","41","division","2021",175
"41 : Construction of buildings","41","division","2022",170
"41 : Construction of buildings","41","division","2023",185
"41 : Construction of buildings","41","division","2024",190
"411 : Development of building projects","411","group","2019",45
"411 : Development of building projects","411","group","2020",40
"411 : Development of building projects","411","group","2021",40
"411 : Development of building projects","411","group","2022",40
"411 : Development of building projects","411","group","2023",40
"411 : Development of building projects","411","group","2024",35
"412 : Construction of residential and non-residential buildings","412","group","2019",180
"412 : Construction of residential and non-residential buildings","412","group","2020",160
"412 : Construction of residential and non-residential buildings","412","group","2021",135
"412 : Construction of residential and non-residential buildings","412","group","2022",130
"412 : Construction of residential and non-residential buildings","412","group","2023",145
"412 : Construction of residential and non-residential buildings","412","group","2024",155
"42 : Civil engineering","42","division","2019",110
"42 : Civil engineering","42","division","2020",110
"42 : Civil engineering","42","division","2021",85
"42 : Civil engineering","42","division","2022",80
"42 : Civil engineering","42","division","2023",80
"42 : Civil engineering","42","division","2024",90
"421 : Construction of roads and railways","421","group","2019",25
"421 : Construction of roads and railways","421","group","2020",35
"421 : Construction of roads and railways","421","group","2021",25
"421 : Construction of roads and railways","421","group","2022",30
"421 : Construction of roads and railways","421","group","2023",25
"421 : Construction of roads and railways","421","group","2024",25
"422 : Construction of utility projects","422","group","2019",10
"422 : Construction of utility projects","422","group","2020",5
"422 : Construction of utility projects","422","group","2021",10
"422 : Construction of utility projects","422","group","2022",10
"422 : Construction of utility projects","422","group","2023",15
"422 : Construction of utility projects","422","group","2024",20
"429 : Construction of other civil engineering projects","429","group","2019",75
"429 : Construction of other civil engineering projects","429","group","2020",70
"429 : Construction of other civil engineering projects","429","group","2021",50
"429 : Construction of other civil engineering projects","429","group","2022",40
"429 : Construction of other civil engineering projects","429","group","2023",40
"429 : Construction of other civil engineering projects","429","group","2024",45
"43 : Specialised construction activities","43","division","2019",565
"43 : Specialised construction activities","43","division","2020",545
"43 : Specialised construction activities","43","division","2021",460
"43 : Specialised construction activities","43","division","2022",490
"43 : Specialised construction activities","43","division","2023",535
"43 : Specialised construction activities","43","division","2024",560
"431 : Demolition and site preparation","431","group","2019",20
"431 : Demolition and site preparation","431","group","2020",15
"431 : Demolition and site preparation","431","group","2021",15
"431 : Demolition and site preparation","431","group","2022",15
"431 : Demolition and site preparation","431","group","2023",15
"431 : Demolition and site preparation","431","group","2024",20
"432 : Electrical, plumbing and other construction installation activities","432","group","2019",300
"432 : Electrical, plumbing and other construction installation activities","432","group","2020",315
"432 : Electrical, plumbing and other construction installation activities","432","group","2021",260
"432 : Electrical, plumbing and other construction installation activities","432","group","2022",275
"432 : Electrical, plumbing and other construction installation activities","432","group","2023",310
"432 : Electrical, plumbing and other construction installation activities","432","group","2024",335
"433 : Building completion and finishing","433","group","2019",130
"433 : Building completion and finishing","433","group","2020",120
"433 : Building completion and finishing","433","group","2021",95
"433 : Building completion and finishing","433","group","2022",105
"433 : Building completion and finishing","433","group","2023",100
"433 : Building completion and finishing","433","group","2024",110
"439 : Other specialised construction activities","439","group","2019",115
"439 : Other specialised construction activities","439","group","2020",95
"439 : Other specialised construction activities","439","group","2021",90
"439 : Other specialised construction activities","439","group","2022",95
"439 : Other specialised construction activities","439","group","2023",110
"439 : Other specialised construction activities","439","group","2024",95
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2019",195
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2020",185
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2021",160
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2022",150
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2023",165
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2024",180
