"industry_raw","industry_code","industry_level","year","high_growth_enterprises"
"691 : Legal activities","691","group","2023",135
"691 : Legal activities","691","group","2024",155
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2019",110
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2020",105
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2021",95
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2022",105
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2023",130
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2024",135
"70 : Activities of head offices; management consultancy activities","70","division","2019",410
"70 : Activities of head offices; management consultancy activities","70","division","2020",390
"70 : Activities of head offices; management consultancy activities","70","division","2021",425
"70 : Activities of head offices; management consultancy activities","70","division","2022",490
"70 : Activities of head offices; management consultancy activities","70","division","2023",590
"70 : Activities of head offices; management consultancy activities","70","division","2024",580
"701 : Activities of head offices","701","group","2019",55
"701 : Activities of head offices","701","group","2020",25
"701 : Activities of head offices","701","group","2021",40
"701 : Activities of head offices","701","group","2022",45
"701 : Activities of head offices","701","group","2023",50
"701 : Activities of head offices","701","group","2024",65
"702 : Management consultancy activities","702","group","2019",355
"702 : Management consultancy activities","702","group","2020",365
"702 : Management consultancy activities","702","group","2021",385
"702 : Management consultancy activities","702","group","2022",445
"702 : Management consultancy activities","702","group","2023",540
"702 : Management consultancy activities","702","group","2024",515
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2019",345
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2020",310
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2021",295
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2022",330
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2023",360
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2024",390
"711 : Architectural and engineering activities and related technical consultancy","711","group","2019",310
"711 : Architectural and engineering activities and related technical consultancy","711","group","2020",280
"711 : Architectural and engineering activities and related technical consultancy","711","group","2021",265
"711 : Architectural and engineering activities and related technical consultancy","711","group","2022",295
"711 : Architectural and engineering activities and related technical consultancy","711","group","2023",320
"711 : Architectural and engineering activities and related technical consultancy","711","group","2024",355
"712 : Technical testing and analysis","712","group","2019",35
"712 : Technical testing and analysis","712","group","2020",30
"712 : Technical testing and analysis","712","group","2021",30
"712 : Technical testing and analysis","712","group","2022",35
"712 : Technical testing and analysis","712","group","2023",40
"712 : Technical testing and analysis","712","group","2024",35
"72 : Scientific research and development","72","division","2019",85
"72 : Scientific research and development","72","division","2020",105
"72 : Scientific research and development","72","division","2021",120
"72 : Scientific research and development","72","division","2022",120
"72 : Scientific research and development","72","division","2023",145
"72 : Scientific research and development","72","division","2024",145
"721 : Research and experimental development on natural sciences and engineering","721","group","2019",80
"721 : Research and experimental development on natural sciences and engineering","721","group","2020",100
"721 : Research and experimental development on natural sciences and engineering","721","group","2021",115
"721 : Research and experimental development on natural sciences and engineering","721","group","2022",115
"721 : Research and experimental development on natural sciences and engineering","721","group","2023",140
"721 : Research and experimental development on natural sciences and engineering","721","group","2024",140
"722 : Research and experimental development on social sciences and humanities","722","group","2019",5
"722 : Research and experimental development on social sciences and humanities","722","group","2020",5
"722 : Research and experimental development on social sciences and humanities","722","group","2021",5
"722 : Research and experimental development on social sciences and humanities","722","group","2022",5
"722 : Research and experimental development on social sciences and humanities","722","group","2023",5
"722 : Research and experimental development on social sciences and humanities","722","group","2024",5
"73 : Advertising and market research","73","division","2019",180
"73 : Advertising and market research","73","division","2020",160
"73 : Advertising and market research","73","division","2021",155
"73 : Advertising and market research","73","division","2022",185
"73 : Advertising and market research","73","division","2023",235
"73 : Advertising and market research","73","division","2024",220
"731 : Advertising","731","group","2019",150
"731 : Advertising","731","group","2020",125
"731 : Advertising","731","group","2021",125
"731 : Advertising","731","group","2022",155
"731 : Advertising","731","group","2023",185
"731 : Advertising","731","group","2024",180
"732 : Market research and public opinion polling","732","group","2019",30
"732 : Market research and public opinion polling","732","group","2020",35
"732 : Market research and public opinion polling","732","group","2021",30
"732 : Market research and public opinion polling","732","group","2022",30
"732 : Market research and public opinion polling","732","group","2023",50
"732 : Market research and public opinion polling","732","group","2024",40
"74 : Other professional, scientific and technical activities","74","division","2019",155
"74 : Other professional, scientific and technical activities","74","division","2020",145
"74 : Other professional, scientific and technical activities","74","division","2021",145
"74 : Other professional, scientific and technical activities","74","division","2022",155
"74 : Other professional, scientific and technical activities","74","division","2023",170
"74 : Other professional, scientific and technical activities","74","division","2024",205
"741 : Specialised design activities","741","group","2019",50
"741 : Specialised design activities","741","group","2020",40
"741 : Specialised design activities","741","group","2021",35
"741 : Specialised design activities","741","group","2022",35
"741 : Specialised design activities","741","group","2023",45
"741 : Specialised design activities","741","group","2024",50
"742 : Photographic activities","742","group","2019",5
"742 : Photographic activities","742","group","2020",5
"742 : Photographic activities","742","group","2021",5
"742 : Photographic activities","742","group","2022",10
"742 : Photographic activities","742","group","2023",5
"742 : Photographic activities","742","group","2024",10
"743 : Translation and interpretation activities","743","group","2019",10
"743 : Translation and interpretation activities","743","group","2020",5
"743 : Translation and interpretation activities","743","group","2021",10
"743 : Translation and interpretation activities","743","group","2022",5
"743 : Translation and interpretation activities","743","group","2023",5
"743 : Translation and interpretation activities","743","group","2024",5
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2019",90
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2020",95
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2021",95
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2022",105
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2023",115
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2024",140
"75 : Veterinary activities","75","division","2019",50
"75 : Veterinary activities","75","division","2020",40
"75 : Veterinary activities","75","division","2021",40
"75 : Veterinary activities","75","division","2022",35
"75 : Veterinary activities","75","division","2023",45
"75 : Veterinary activities","75","division","2024",50
"750 : Veterinary activities","750","group","2019",50
"750 : Veterinary activities","750","group","2020",40
"750 : Veterinary activities","750","group","2021",40
"750 : Veterinary activities","750","group","2022",35
"750 : Veterinary activities","750","group","2023",45
"750 : Veterinary activities","750","group","2024",50
"77 : Rental and leasing activities","77","division","2019",145
"77 : Rental and leasing activities","77","division","2020",110
"77 : Rental and leasing activities","77","division","2021",90
"77 : Rental and leasing activities","77","division","2022",90
"77 : Rental and leasing activities","77","division","2023",115
"77 : Rental and leasing activities","77","division","2024",140
"771 : Renting and leasing of motor vehicles","771","group","2019",35
"771 : Renting and leasing of motor vehicles","771","group","2020",30
"771 : Renting and leasing of motor vehicles","771","group","2021",20
"771 : Renting and leasing of motor vehicles","771","group","2022",20
"771 : Renting and leasing of motor vehicles","771","group","2023",25
"771 : Renting and leasing of motor vehicles","771","group","2024",30
"772 : Renting and leasing of personal and household goods","772","group","2019",15
"772 : Renting and leasing of personal and household goods","772","group","2020",10
"772 : Renting and leasing of personal and household goods","772","group","2021",15
"772 : Renting and leasing of personal and household goods","772","group","2022",15
"772 : Renting and leasing of personal and household goods","772","group","2023",15
"772 : Renting and leasing of personal and household goods","772","group","2024",25
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2019",90
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2020",70
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2021",55
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2022",55
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2023",70
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2024",80
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2019",5
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2020",0
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2021",0
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2022",0
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2023",5
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2024",5
"78 : Employment activities","78","division","2019",475
"78 : Employment activities","78","division","2020",430
"78 : Employment activities","78","division","2021",395
"78 : Employment activities","78","division","2022",455
"78 : Employment activities","78","division","2023",605
"78 : Employment activities","78","division","2024",615
"781 : Activities of employment placement agencies","781","group","2019",170
"781 : Activities of employment placement agencies","781","group","2020",155
"781 : Activities of employment placement agencies","781","group","2021",165
"781 : Activities of employment placement agencies","781","group","2022",210
"781 : Activities of employment placement agencies","781","group","2023",260
"781 : Activities of employment placement agencies","781","group","2024",255
"782 : Temporary employment agency activities","782","group","2019",285
"782 : Temporary employment agency activities","782","group","2020",255
"782 : Temporary employment agency activities","782","group","2021",220
"782 : Temporary employment agency activities","782","group","2022",225
"782 : Temporary employment agency activities","782","group","2023",325
"782 : Temporary employment agency activities","782","group","2024",340
"783 : Other human resources provision","783","group","2019",20
"783 : Other human resources provision","783","group","2020",20
"783 : Other human resources provision","783","group","2021",10
"783 : Other human resources provision","783","group","2022",20
"783 : Other human resources provision","783","group","2023",20
"783 : Other human resources provision","783","group","2024",20
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2019",65
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2020",65
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2021",40
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2022",30
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2023",40
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2024",75
"791 : Travel agency and tour operator activities","791","group","2019",60
"791 : Travel agency and tour operator activities","791","group","2020",55
"791 : Travel agency and tour operator activities","791","group","2021",30
"791 : Travel agency and tour operator activities","791","group","2022",20
"791 : Travel agency and tour operator activities","791","group","2023",30
"791 : Travel agency and tour operator activities","791","group","2024",60
"799 : Other reservation service and related activities","799","group","2019",5
"799 : Other reservation service and related activities","799","group","2020",10
"799 : Other reservation service and related activities","799","group","2021",10
"799 : Other reservation service and related activities","799","group","2022",10
"799 : Other reservation service and related activities","799","group","2023",10
"799 : Other reservation service and related activities","799","group","2024",15
"80 : Security and investigation activities","80","division","2019",125
"80 : Security and investigation activities","80","division","2020",135
"80 : Security and investigation activities","80","division","2021",130
"80 : Security and investigation activities","80","division","2022",145
"80 : Security and investigation activities","80","division","2023",165
"80 : Security and investigation activities","80","division","2024",185
"801 : Private security activities","801","group","2019",110
"801 : Private security activities","801","group","2020",115
"801 : Private security activities","801","group","2021",110
"801 : Private security activities","801","group","2022",125
"801 : Private security activities","801","group","2023",130
"801 : Private security activities","801","group","2024",150
"802 : Security systems service activities","802","group","2019",10
"802 : Security systems service activities","802","group","2020",20
"802 : Security systems service activities","802","group","2021",15
"802 : Security systems service activities","802","group","2022",20
"802 : Security systems service activities","802","group","2023",30
"802 : Security systems service activities","802","group","2024",30
"803 : Investigation activities","803","group","2019",5
"803 : Investigation activities","803","group","2020",0
"803 : Investigation activities","803","group","2021",5
"803 : Investigation activities","803","group","2022",0
"803 : Investigation activities","803","group","2023",5
"803 : Investigation activities","803","group","2024",5
"81 : Services to buildings and landscape activities","81","division","2019",330
"81 : Services to buildings and landscape activities","81","division","2020",325
"81 : Services to buildings and landscape activities","81","division","2021",295
"81 : Services to buildings and landscape activities","81","division","2022",270
"81 : Services to buildings and landscape activities","81","division","2023",325
"81 : Services to buildings and landscape activities","81","division","2024",325
"811 : Combined facilities support activities","811","group","2019",45
"811 : Combined facilities support activities","811","group","2020",55
"811 : Combined facilities support activities","811","group","2021",45
"811 : Combined facilities support activities","811","group","2022",45
"811 : Combined facilities support activities","811","group","2023",60
"811 : Combined facilities support activities","811","group","2024",55
"812 : Cleaning activities","812","group","2019",240
"812 : Cleaning activities","812","group","2020",220
"812 : Cleaning activities","812","group","2021",210
"812 : Cleaning activities","812","group","2022",185
"812 : Cleaning activities","812","group","2023",215
"812 : Cleaning activities","812","group","2024",230
"813 : Landscape service activities","813","group","2019",45
"813 : Landscape service activities","813","group","2020",50
"813 : Landscape service activities","813","group","2021",40
"813 : Landscape service activities","813","group","2022",40
"813 : Landscape service activities","813","group","2023",50
"813 : Landscape service activities","813","group","2024",40
"82 : Office administrative, office support and other business support activities","82","division","2019",340
"82 : Office administrative, office support and other business support activities","82","division","2020",330
"82 : Office administrative, office support and other business support activities","82","division","2021",315
"82 : Office administrative, office support and other business support activities","82","division","2022",370
"82 : Office administrative, office support and other business support activities","82","division","2023",380
"82 : Office administrative, office support and other business support activities","82","division","2024",400
"821 : Office administrative and support activities","821","group","2019",40
"821 : Office administrative and support activities","821","group","2020",35
"821 : Office administrative and support activities","821","group","2021",20
"821 : Office administrative and support activities","821","group","2022",30
"821 : Office administrative and support activities","821","group","2023",30
"821 : Office administrative and support activities","821","group","2024",30
"822 : Activities of call centres","822","group","2019",25
"822 : Activities of call centres","822","group","2020",20
"822 : Activities of call centres","822","group","2021",20
"822 : Activities of call centres","822","group","2022",20
"822 : Activities of call centres","822","group","2023",25
"822 : Activities of call centres","822","group","2024",15
"823 : Organisation of conventions and trade shows","823","group","2019",30
"823 : Organisation of conventions and trade shows","823","group","2020",25
"823 : Organisation of conventions and trade shows","823","group","2021",15
"823 : Organisation of conventions and trade shows","823","group","2022",20
"823 : Organisation of conventions and trade shows","823","group","2023",30
"823 : Organisation of conventions and trade shows","823","group","2024",30
"829 : Business support service activities n.e.c.","829","group","2019",245
"829 : Business support service activities n.e.c.","829","group","2020",250
"829 : Business support service activities n.e.c.","829","group","2021",260
"829 : Business support service activities n.e.c.","829","group","2022",300
"829 : Business support service activities n.e.c.","829","group","2023",295
"829 : Business support service activities n.e.c.","829","group","2024",325
"85 : Education","85","division","2019",370
"85 : Education","85","division","2020",360
"85 : Education","85","division","2021",315
"85 : Education","85","division","2022",330
"85 : Education","85","division","2023",425
"85 : Education","85","division","2024",445
"851 : Pre-primary education","851","group","2019",40
"851 : Pre-primary education","851","group","2020",45
"851 : Pre-primary education","851","group","2021",30
"851 : Pre-primary education","851","group","2022",35
"851 : Pre-primary education","851","group","2023",45
"851 : Pre-primary education","851","group","2024",50
"852 : Primary education","852","group","2019",35
"852 : Primary education","852","group","2020",35
"852 : Primary education","852","group","2021",30
"852 : Primary education","852","group","2022",30
"852 : Primary education","852","group","2023",30
"852 : Primary education","852","group","2024",30
"853 : Secondary education","853","group","2019",55
"853 : Secondary education","853","group","2020",50
"853 : Secondary education","853","group","2021",40
"853 : Secondary education","853","group","2022",45
"853 : Secondary education","853","group","2023",55
"853 : Secondary education","853","group","2024",55
"854 : Higher education","854","group","2019",35
"854 : Higher education","854","group","2020",35
"854 : Higher education","854","group","2021",25
"854 : Higher education","854","group","2022",20
"854 : Higher education","854","group","2023",30
"854 : Higher education","854","group","2024",50
"855 : Other education","855","group","2019",185
"855 : Other education","855","group","2020",180
"855 : Other education","855","group","2021",170
"855 : Other education","855","group","2022",165
"855 : Other education","855","group","2023",210
"855 : Other education","855","group","2024",210
"856 : Educational support activities","856","group","2019",20
"856 : Educational support activities","856","group","2020",15
"856 : Educational support activities","856","group","2021",20
"856 : Educational support activities","856","group","2022",35
"856 : Educational support activities","856","group","2023",55
"856 : Educational support activities","856","group","2024",50
"86 : Human health activities","86","division","2019",310
"86 : Human health activities","86","division","2020",370
"86 : Human health activities","86","division","2021",395
"86 : Human health activities","86","division","2022",450
"86 : Human health activities","86","division","2023",525
"86 : Human health activities","86","division","2024",515
"861 : Hospital activities","861","group","2019",15
"861 : Hospital activities","861","group","2020",20
"861 : Hospital activities","861","group","2021",15
"861 : Hospital activities","861","group","2022",20
"861 : Hospital activities","861","group","2023",20
"861 : Hospital activities","861","group","2024",25
"862 : Medical and dental practice activities","862","group","2019",185
"862 : Medical and dental practice activities","862","group","2020",230
"862 : Medical and dental practice activities","862","group","2021",260
"862 : Medical and dental practice activities","862","group","2022",290
"862 : Medical and dental practice activities","862","group","2023",355
"862 : Medical and dental practice activities","862","group","2024",350
"869 : Other human health activities","869","group","2019",110
"869 : Other human health activities","869","group","2020",120
"869 : Other human health activities","869","group","2021",120
"869 : Other human health activities","869","group","2022",140
"869 : Other human health activities","869","group","2023",150
"869 : Other human health activities","869","group","2024",140
"87 : Residential care activities","87","division","2019",280
"87 : Residential care activities","87","division","2020",305
"87 : Residential care activities","87","division","2021",250
"87 : Residential care activities","87","division","2022",220
"87 : Residential care activities","87","division","2023",245
"87 : Residential care activities","87","division","2024",255
"871 : Residential nursing care activities","871","group","2019",50
"871 : Residential nursing care activities","871","group","2020",50
"871 : Residential nursing care activities","871","group","2021",45
"871 : Residential nursing care activities","871","group","2022",40
"871 : Residential nursing care activities","871","group","2023",50
"871 : Residential nursing care activities","871","group","2024",45
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2019",15
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2020",20
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2021",20
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2022",15
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2023",20
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2024",30
"873 : Residential care activities for the elderly and disabled","873","group","2019",75
"873 : Residential care activities for the elderly and disabled","873","group","2020",85
"873 : Residential care activities for the elderly and disabled","873","group","2021",70
"873 : Residential care activities for the elderly and disabled","873","group","2022",60
"873 : Residential care activities for the elderly and disabled","873","group","2023",60
"873 : Residential care activities for the elderly and disabled","873","group","2024",70
"879 : Other residential care activities","879","group","2019",140
"879 : Other residential care activities","879","group","2020",150
"879 : Other residential care activities","879","group","2021",115
"879 : Other residential care activities","879","group","2022",105
"879 : Other residential care activities","879","group","2023",115
"879 : Other residential care activities","879","group","2024",110
"88 : Social work activities without accommodation","88","division","2019",710
"88 : Social work activities without accommodation","88","division","2020",720
"88 : Social work activities without accommodation","88","division","2021",550
"88 : Social work activities without accommodation","88","division","2022",505
"88 : Social work activities without accommodation","88","division","2023",580
"88 : Social work activities without accommodation","88","division","2024",605
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2019",245
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2020",265
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2021",210
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2022",185
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2023",190
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2024",200
"889 : Other social work activities without accommodation","889","group","2019",465
"889 : Other social work activities without accommodation","889","group","2020",455
"889 : Other social work activities without accommodation","889","group","2021",340
"889 : Other social work activities without accommodation","889","group","2022",320
"889 : Other social work activities without accommodation","889","group","2023",390
"889 : Other social work activities without accommodation","889","group","2024",405
"90 : Creative, arts and entertainment activities","90","division","2019",50
"90 : Creative, arts and entertainment activities","90","division","2020",50
"90 : Creative, arts and entertainment activities","90","division","2021",35
"90 : Creative, arts and entertainment activities","90","division","2022",40
"90 : Creative, arts and entertainment activities","90","division","2023",70
"90 : Creative, arts and entertainment activities","90","division","2024",100
"900 : Creative, arts and entertainment activities","900","group","2019",50
"900 : Creative, arts and entertainment activities","900","group","2020",50
"900 : Creative, arts and entertainment activities","900","group","2021",35
"900 : Creative, arts and entertainment activities","900","group","2022",40
"900 : Creative, arts and entertainment activities","900","group","2023",70
"900 : Creative, arts and entertainment activities","900","group","2024",100
"91 : Libraries, archives, museums and other cultural activities","91","division","2019",25
"91 : Libraries, archives, museums and other cultural activities","91","division","2020",25
"91 : Libraries, archives, museums and other cultural activities","91","division","2021",15
"91 : Libraries, archives, museums and other cultural activities","91","division","2022",25
"91 : Libraries, archives, museums and other cultural activities","91","division","2023",40
"91 : Libraries, archives, museums and other cultural activities","91","division","2024",40
"910 : Libraries, archives, museums and other cultural activities","910","group","2019",25
"910 : Libraries, archives, museums and other cultural activities","910","group","2020",25
"910 : Libraries, archives, museums and other cultural activities","910","group","2021",15
"910 : Libraries, archives, museums and other cultural activities","910","group","2022",25
"910 : Libraries, archives, museums and other cultural activities","910","group","2023",40
"910 : Libraries, archives, museums and other cultural activities","910","group","2024",40
"92 : Gambling and betting activities","92","division","2019",15
"92 : Gambling and betting activities","92","division","2020",10
"92 : Gambling and betting activities","92","division","2021",10
"92 : Gambling and betting activities","92","division","2022",5
"92 : Gambling and betting activities","92","division","2023",10
"92 : Gambling and betting activities","92","division","2024",15
"920 : Gambling and betting activities","920","group","2019",15
"920 : Gambling and betting activities","920","group","2020",10
"920 : Gambling and betting activities","920","group","2021",10
"920 : Gambling and betting activities","920","group","2022",5
"920 : Gambling and betting activities","920","group","2023",10
"920 : Gambling and betting activities","920","group","2024",15
"93 : Sports activities and amusement and recreation activities","93","division","2019",295
"93 : Sports activities and amusement and recreation activities","93","division","2020",290
"93 : Sports activities and amusement and recreation activities","93","division","2021",225
"93 : Sports activities and amusement and recreation activities","93","division","2022",270
"93 : Sports activities and amusement and recreation activities","93","division","2023",420
"93 : Sports activities and amusement and recreation activities","93","division","2024",490
"931 : Sports activities","931","group","2019",235
"931 : Sports activities","931","group","2020",230
"931 : Sports activities","931","group","2021",180
"931 : Sports activities","931","group","2022",205
"931 : Sports activities","931","group","2023",325
"931 : Sports activities","931","group","2024",385
"932 : Amusement and recreation activities","932","group","2019",60
"932 : Amusement and recreation activities","932","group","2020",60
"932 : Amusement and recreation activities","932","group","2021",45
"932 : Amusement and recreation activities","932","group","2022",65
"932 : Amusement and recreation activities","932","group","2023",95
"932 : Amusement and recreation activities","932","group","2024",105
"94 : Activities of membership organisations","94","division","2019",120
"94 : Activities of membership organisations","94","division","2020",120
"94 : Activities of membership organisations","94","division","2021",95
"94 : Activities of membership organisations","94","division","2022",95
"94 : Activities of membership organisations","94","division","2023",110
"94 : Activities of membership organisations","94","division","2024",120
"941 : Activities of business, employers and professional membership organisations","941","group","2019",20
"941 : Activities of business, employers and professional membership organisations","941","group","2020",20
"941 : Activities of business, employers and professional membership organisations","941","group","2021",15
"941 : Activities of business, employers and professional membership organisations","941","group","2022",20
"941 : Activities of business, employers and professional membership organisations","941","group","2023",20
"941 : Activities of business, employers and professional membership organisations","941","group","2024",20
"942 : Activities of trade unions","942","group","2019",0
"942 : Activities of trade unions","942","group","2020",5
"942 : Activities of trade unions","942","group","2021",0
"942 : Activities of trade unions","942","group","2022",0
"942 : Activities of trade unions","942","group","2023",0
"942 : Activities of trade unions","942","group","2024",0
"949 : Activities of other membership organisations","949","group","2019",100
"949 : Activities of other membership organisations","949","group","2020",95
"949 : Activities of other membership organisations","949","group","2021",80
"949 : Activities of other membership organisations","949","group","2022",75
"949 : Activities of other membership organisations","949","group","2023",90
"949 : Activities of other membership organisations","949","group","2024",100
"95 : Repair of computers and personal and household goods","95","division","2019",25
"95 : Repair of computers and personal and household goods","95","division","2020",25
"95 : Repair of computers and personal and household goods","95","division","2021",25
"95 : Repair of computers and personal and household goods","95","division","2022",20
"95 : Repair of computers and personal and household goods","95","division","2023",30
"95 : Repair of computers and personal and household goods","95","division","2024",30
"951 : Repair of computers and communication equipment","951","group","2019",15
"951 : Repair of computers and communication equipment","951","group","2020",15
"951 : Repair of computers and communication equipment","951","group","2021",15
"951 : Repair of computers and communication equipment","951","group","2022",10
"951 : Repair of computers and communication equipment","951","group","2023",20
"951 : Repair of computers and communication equipment","951","group","2024",25
"952 : Repair of personal and household goods","952","group","2019",10
"952 : Repair of personal and household goods","952","group","2020",10
"952 : Repair of personal and household goods","952","group","2021",10
"952 : Repair of personal and household goods","952","group","2022",10
"952 : Repair of personal and household goods","952","group","2023",10
"952 : Repair of personal and household goods","952","group","2024",5
"96 : Other personal service activities","96","division","2019",150
"96 : Other personal service activities","96","division","2020",135
"96 : Other personal service activities","96","division","2021",110
"96 : Other personal service activities","96","division","2022",110
"96 : Other personal service activities","96","division","2023",135
"96 : Other personal service activities","96","division","2024",155
"960 : Other personal service activities","960","group","2019",150
"960 : Other personal service activities","960","group","2020",135
"960 : Other personal service activities","960","group","2021",110
"960 : Other personal service activities","960","group","2022",110
"960 : Other personal service activities","960","group","2023",135
"960 : Other personal service activities","960","group","2024",155
"Total",NA,NA,"2019",12560
"Total",NA,NA,"2020",12045
"Total",NA,NA,"2021",10695
"Total",NA,NA,"2022",11480
"Total",NA,NA,"2023",13750
"Total",NA,NA,"2024",14330
