"industry_raw","industry_code","industry_level","year","deaths_of_new_enterprises"
"683 : Real estate activities on a fee or contract basis","683","group","2019",3340
"683 : Real estate activities on a fee or contract basis","683","group","2020",2670
"683 : Real estate activities on a fee or contract basis","683","group","2021",2610
"683 : Real estate activities on a fee or contract basis","683","group","2022",3830
"683 : Real estate activities on a fee or contract basis","683","group","2023",3485
"683 : Real estate activities on a fee or contract basis","683","group","2024",3265
"69 : Legal and accounting activities","69","division","2019",6925
"69 : Legal and accounting activities","69","division","2020",6280
"69 : Legal and accounting activities","69","division","2021",6290
"69 : Legal and accounting activities","69","division","2022",6370
"69 : Legal and accounting activities","69","division","2023",4725
"69 : Legal and accounting activities","69","division","2024",4195
"691 : Legal activities","691","group","2019",2340
"691 : Legal activities","691","group","2020",2095
"691 : Legal activities","691","group","2021",2145
"691 : Legal activities","691","group","2022",2240
"691 : Legal activities","691","group","2023",1720
"691 : Legal activities","691","group","2024",1515
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2019",4585
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2020",4185
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2021",4145
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2022",4130
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2023",3005
"692 : Accounting, bookkeeping and auditing activities; tax consultancy","692","group","2024",2680
"70 : Activities of head offices; management consultancy activities","70","division","2019",24560
"70 : Activities of head offices; management consultancy activities","70","division","2020",27215
"70 : Activities of head offices; management consultancy activities","70","division","2021",29195
"70 : Activities of head offices; management consultancy activities","70","division","2022",25040
"70 : Activities of head offices; management consultancy activities","70","division","2023",18290
"70 : Activities of head offices; management consultancy activities","70","division","2024",17430
"701 : Activities of head offices","701","group","2019",435
"701 : Activities of head offices","701","group","2020",420
"701 : Activities of head offices","701","group","2021",395
"701 : Activities of head offices","701","group","2022",560
"701 : Activities of head offices","701","group","2023",550
"701 : Activities of head offices","701","group","2024",660
"702 : Management consultancy activities","702","group","2019",24125
"702 : Management consultancy activities","702","group","2020",26795
"702 : Management consultancy activities","702","group","2021",28800
"702 : Management consultancy activities","702","group","2022",24480
"702 : Management consultancy activities","702","group","2023",17740
"702 : Management consultancy activities","702","group","2024",16770
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2019",11485
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2020",11445
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2021",13835
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2022",12745
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2023",7885
"71 : Architectural and engineering activities; technical testing and analysis","71","division","2024",7080
"711 : Architectural and engineering activities and related technical consultancy","711","group","2019",10905
"711 : Architectural and engineering activities and related technical consultancy","711","group","2020",10870
"711 : Architectural and engineering activities and related technical consultancy","711","group","2021",13050
"711 : Architectural and engineering activities and related technical consultancy","711","group","2022",12080
"711 : Architectural and engineering activities and related technical consultancy","711","group","2023",7505
"711 : Architectural and engineering activities and related technical consultancy","711","group","2024",6730
"712 : Technical testing and analysis","712","group","2019",580
"712 : Technical testing and analysis","712","group","2020",575
"712 : Technical testing and analysis","712","group","2021",785
"712 : Technical testing and analysis","712","group","2022",665
"712 : Technical testing and analysis","712","group","2023",380
"712 : Technical testing and analysis","712","group","2024",350
"72 : Scientific research and development","72","division","2019",520
"72 : Scientific research and development","72","division","2020",505
"72 : Scientific research and development","72","division","2021",605
"72 : Scientific research and development","72","division","2022",550
"72 : Scientific research and development","72","division","2023",470
"72 : Scientific research and development","72","division","2024",490
"721 : Research and experimental development on natural sciences and engineering","721","group","2019",470
"721 : Research and experimental development on natural sciences and engineering","721","group","2020",445
"721 : Research and experimental development on natural sciences and engineering","721","group","2021",540
"721 : Research and experimental development on natural sciences and engineering","721","group","2022",490
"721 : Research and experimental development on natural sciences and engineering","721","group","2023",415
"721 : Research and experimental development on natural sciences and engineering","721","group","2024",435
"722 : Research and experimental development on social sciences and humanities","722","group","2019",50
"722 : Research and experimental development on social sciences and humanities","722","group","2020",60
"722 : Research and experimental development on social sciences and humanities","722","group","2021",65
"722 : Research and experimental development on social sciences and humanities","722","group","2022",60
"722 : Research and experimental development on social sciences and humanities","722","group","2023",55
"722 : Research and experimental development on social sciences and humanities","722","group","2024",55
"73 : Advertising and market research","73","division","2019",2640
"73 : Advertising and market research","73","division","2020",2380
"73 : Advertising and market research","73","division","2021",2500
"73 : Advertising and market research","73","division","2022",2840
"73 : Advertising and market research","73","division","2023",2490
"73 : Advertising and market research","73","division","2024",2380
"731 : Advertising","731","group","2019",2325
"731 : Advertising","731","group","2020",2135
"731 : Advertising","731","group","2021",2215
"731 : Advertising","731","group","2022",2545
"731 : Advertising","731","group","2023",2250
"731 : Advertising","731","group","2024",2140
"732 : Market research and public opinion polling","732","group","2019",315
"732 : Market research and public opinion polling","732","group","2020",245
"732 : Market research and public opinion polling","732","group","2021",285
"732 : Market research and public opinion polling","732","group","2022",295
"732 : Market research and public opinion polling","732","group","2023",240
"732 : Market research and public opinion polling","732","group","2024",240
"74 : Other professional, scientific and technical activities","74","division","2019",10155
"74 : Other professional, scientific and technical activities","74","division","2020",10790
"74 : Other professional, scientific and technical activities","74","division","2021",11020
"74 : Other professional, scientific and technical activities","74","division","2022",11000
"74 : Other professional, scientific and technical activities","74","division","2023",10380
"74 : Other professional, scientific and technical activities","74","division","2024",10870
"741 : Specialised design activities","741","group","2019",2580
"741 : Specialised design activities","741","group","2020",2245
"741 : Specialised design activities","741","group","2021",2355
"741 : Specialised design activities","741","group","2022",2795
"741 : Specialised design activities","741","group","2023",2325
"741 : Specialised design activities","741","group","2024",2065
"742 : Photographic activities","742","group","2019",790
"742 : Photographic activities","742","group","2020",675
"742 : Photographic activities","742","group","2021",675
"742 : Photographic activities","742","group","2022",855
"742 : Photographic activities","742","group","2023",810
"742 : Photographic activities","742","group","2024",660
"743 : Translation and interpretation activities","743","group","2019",165
"743 : Translation and interpretation activities","743","group","2020",160
"743 : Translation and interpretation activities","743","group","2021",170
"743 : Translation and interpretation activities","743","group","2022",210
"743 : Translation and interpretation activities","743","group","2023",175
"743 : Translation and interpretation activities","743","group","2024",135
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2019",6620
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2020",7710
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2021",7820
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2022",7140
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2023",7070
"749 : Other professional, scientific and technical activities n.e.c.","749","group","2024",8010
"75 : Veterinary activities","75","division","2019",380
"75 : Veterinary activities","75","division","2020",465
"75 : Veterinary activities","75","division","2021",610
"75 : Veterinary activities","75","division","2022",440
"75 : Veterinary activities","75","division","2023",235
"75 : Veterinary activities","75","division","2024",225
"750 : Veterinary activities","750","group","2019",380
"750 : Veterinary activities","750","group","2020",465
"750 : Veterinary activities","750","group","2021",610
"750 : Veterinary activities","750","group","2022",440
"750 : Veterinary activities","750","group","2023",235
"750 : Veterinary activities","750","group","2024",225
"77 : Rental and leasing activities","77","division","2019",1615
"77 : Rental and leasing activities","77","division","2020",1285
"77 : Rental and leasing activities","77","division","2021",1425
"77 : Rental and leasing activities","77","division","2022",1690
"77 : Rental and leasing activities","77","division","2023",1595
"77 : Rental and leasing activities","77","division","2024",1635
"771 : Renting and leasing of motor vehicles","771","group","2019",555
"771 : Renting and leasing of motor vehicles","771","group","2020",455
"771 : Renting and leasing of motor vehicles","771","group","2021",470
"771 : Renting and leasing of motor vehicles","771","group","2022",645
"771 : Renting and leasing of motor vehicles","771","group","2023",545
"771 : Renting and leasing of motor vehicles","771","group","2024",505
"772 : Renting and leasing of personal and household goods","772","group","2019",225
"772 : Renting and leasing of personal and household goods","772","group","2020",195
"772 : Renting and leasing of personal and household goods","772","group","2021",250
"772 : Renting and leasing of personal and household goods","772","group","2022",270
"772 : Renting and leasing of personal and household goods","772","group","2023",255
"772 : Renting and leasing of personal and household goods","772","group","2024",250
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2019",745
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2020",570
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2021",615
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2022",705
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2023",710
"773 : Renting and leasing of other machinery, equipment and tangible goods","773","group","2024",800
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2019",90
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2020",65
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2021",90
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2022",70
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2023",85
"774 : Leasing of intellectual property and similar products, except copyrighted works","774","group","2024",80
"78 : Employment activities","78","division","2019",6350
"78 : Employment activities","78","division","2020",5115
"78 : Employment activities","78","division","2021",4390
"78 : Employment activities","78","division","2022",4250
"78 : Employment activities","78","division","2023",3445
"78 : Employment activities","78","division","2024",3890
"781 : Activities of employment placement agencies","781","group","2019",4070
"781 : Activities of employment placement agencies","781","group","2020",3415
"781 : Activities of employment placement agencies","781","group","2021",2345
"781 : Activities of employment placement agencies","781","group","2022",2515
"781 : Activities of employment placement agencies","781","group","2023",2010
"781 : Activities of employment placement agencies","781","group","2024",2150
"782 : Temporary employment agency activities","782","group","2019",1925
"782 : Temporary employment agency activities","782","group","2020",1225
"782 : Temporary employment agency activities","782","group","2021",1315
"782 : Temporary employment agency activities","782","group","2022",1320
"782 : Temporary employment agency activities","782","group","2023",1120
"782 : Temporary employment agency activities","782","group","2024",1420
"783 : Other human resources provision","783","group","2019",355
"783 : Other human resources provision","783","group","2020",475
"783 : Other human resources provision","783","group","2021",730
"783 : Other human resources provision","783","group","2022",415
"783 : Other human resources provision","783","group","2023",315
"783 : Other human resources provision","783","group","2024",320
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2019",825
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2020",810
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2021",955
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2022",1025
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2023",810
"79 : Travel agency, tour operator and other reservation service and related activities","79","division","2024",745
"791 : Travel agency and tour operator activities","791","group","2019",590
"791 : Travel agency and tour operator activities","791","group","2020",635
"791 : Travel agency and tour operator activities","791","group","2021",760
"791 : Travel agency and tour operator activities","791","group","2022",800
"791 : Travel agency and tour operator activities","791","group","2023",640
"791 : Travel agency and tour operator activities","791","group","2024",540
"799 : Other reservation service and related activities","799","group","2019",235
"799 : Other reservation service and related activities","799","group","2020",175
"799 : Other reservation service and related activities","799","group","2021",195
"799 : Other reservation service and related activities","799","group","2022",225
"799 : Other reservation service and related activities","799","group","2023",170
"799 : Other reservation service and related activities","799","group","2024",205
"80 : Security and investigation activities","80","division","2019",1175
"80 : Security and investigation activities","80","division","2020",1095
"80 : Security and investigation activities","80","division","2021",1225
"80 : Security and investigation activities","80","division","2022",1405
"80 : Security and investigation activities","80","division","2023",1295
"80 : Security and investigation activities","80","division","2024",1205
"801 : Private security activities","801","group","2019",825
"801 : Private security activities","801","group","2020",735
"801 : Private security activities","801","group","2021",750
"801 : Private security activities","801","group","2022",1025
"801 : Private security activities","801","group","2023",935
"801 : Private security activities","801","group","2024",870
"802 : Security systems service activities","802","group","2019",245
"802 : Security systems service activities","802","group","2020",250
"802 : Security systems service activities","802","group","2021",290
"802 : Security systems service activities","802","group","2022",285
"802 : Security systems service activities","802","group","2023",295
"802 : Security systems service activities","802","group","2024",280
"803 : Investigation activities","803","group","2019",105
"803 : Investigation activities","803","group","2020",110
"803 : Investigation activities","803","group","2021",185
"803 : Investigation activities","803","group","2022",95
"803 : Investigation activities","803","group","2023",65
"803 : Investigation activities","803","group","2024",55
"81 : Services to buildings and landscape activities","81","division","2019",4455
"81 : Services to buildings and landscape activities","81","division","2020",3610
"81 : Services to buildings and landscape activities","81","division","2021",3565
"81 : Services to buildings and landscape activities","81","division","2022",5510
"81 : Services to buildings and landscape activities","81","division","2023",5700
"81 : Services to buildings and landscape activities","81","division","2024",5300
"811 : Combined facilities support activities","811","group","2019",385
"811 : Combined facilities support activities","811","group","2020",335
"811 : Combined facilities support activities","811","group","2021",340
"811 : Combined facilities support activities","811","group","2022",425
"811 : Combined facilities support activities","811","group","2023",370
"811 : Combined facilities support activities","811","group","2024",370
"812 : Cleaning activities","812","group","2019",2630
"812 : Cleaning activities","812","group","2020",2160
"812 : Cleaning activities","812","group","2021",2140
"812 : Cleaning activities","812","group","2022",3280
"812 : Cleaning activities","812","group","2023",3545
"812 : Cleaning activities","812","group","2024",3065
"813 : Landscape service activities","813","group","2019",1440
"813 : Landscape service activities","813","group","2020",1115
"813 : Landscape service activities","813","group","2021",1085
"813 : Landscape service activities","813","group","2022",1805
"813 : Landscape service activities","813","group","2023",1785
"813 : Landscape service activities","813","group","2024",1865
"82 : Office administrative, office support and other business support activities","82","division","2019",21720
"82 : Office administrative, office support and other business support activities","82","division","2020",28545
"82 : Office administrative, office support and other business support activities","82","division","2021",28380
"82 : Office administrative, office support and other business support activities","82","division","2022",20640
"82 : Office administrative, office support and other business support activities","82","division","2023",21725
"82 : Office administrative, office support and other business support activities","82","division","2024",23390
"821 : Office administrative and support activities","821","group","2019",2595
"821 : Office administrative and support activities","821","group","2020",2480
"821 : Office administrative and support activities","821","group","2021",2570
"821 : Office administrative and support activities","821","group","2022",1710
"821 : Office administrative and support activities","821","group","2023",2170
"821 : Office administrative and support activities","821","group","2024",825
"822 : Activities of call centres","822","group","2019",130
"822 : Activities of call centres","822","group","2020",110
"822 : Activities of call centres","822","group","2021",95
"822 : Activities of call centres","822","group","2022",90
"822 : Activities of call centres","822","group","2023",75
"822 : Activities of call centres","822","group","2024",60
"823 : Organisation of conventions and trade shows","823","group","2019",375
"823 : Organisation of conventions and trade shows","823","group","2020",345
"823 : Organisation of conventions and trade shows","823","group","2021",395
"823 : Organisation of conventions and trade shows","823","group","2022",350
"823 : Organisation of conventions and trade shows","823","group","2023",275
"823 : Organisation of conventions and trade shows","823","group","2024",280
"829 : Business support service activities n.e.c.","829","group","2019",18620
"829 : Business support service activities n.e.c.","829","group","2020",25610
"829 : Business support service activities n.e.c.","829","group","2021",25320
"829 : Business support service activities n.e.c.","829","group","2022",18490
"829 : Business support service activities n.e.c.","829","group","2023",19205
"829 : Business support service activities n.e.c.","829","group","2024",22225
"85 : Education","85","division","2019",3880
"85 : Education","85","division","2020",3675
"85 : Education","85","division","2021",3550
"85 : Education","85","division","2022",4485
"85 : Education","85","division","2023",4070
"85 : Education","85","division","2024",3695
"851 : Pre-primary education","851","group","2019",220
"851 : Pre-primary education","851","group","2020",235
"851 : Pre-primary education","851","group","2021",225
"851 : Pre-primary education","851","group","2022",275
"851 : Pre-primary education","851","group","2023",285
"851 : Pre-primary education","851","group","2024",225
"852 : Primary education","852","group","2019",125
"852 : Primary education","852","group","2020",100
"852 : Primary education","852","group","2021",95
"852 : Primary education","852","group","2022",135
"852 : Primary education","852","group","2023",150
"852 : Primary education","852","group","2024",120
"853 : Secondary education","853","group","2019",290
"853 : Secondary education","853","group","2020",265
"853 : Secondary education","853","group","2021",235
"853 : Secondary education","853","group","2022",315
"853 : Secondary education","853","group","2023",285
"853 : Secondary education","853","group","2024",270
"854 : Higher education","854","group","2019",110
"854 : Higher education","854","group","2020",120
"854 : Higher education","854","group","2021",80
"854 : Higher education","854","group","2022",110
"854 : Higher education","854","group","2023",95
"854 : Higher education","854","group","2024",90
"855 : Other education","855","group","2019",2565
"855 : Other education","855","group","2020",2440
"855 : Other education","855","group","2021",2370
"855 : Other education","855","group","2022",2965
"855 : Other education","855","group","2023",2580
"855 : Other education","855","group","2024",2330
"856 : Educational support activities","856","group","2019",570
"856 : Educational support activities","856","group","2020",515
"856 : Educational support activities","856","group","2021",545
"856 : Educational support activities","856","group","2022",685
"856 : Educational support activities","856","group","2023",675
"856 : Educational support activities","856","group","2024",660
"86 : Human health activities","86","division","2019",5365
"86 : Human health activities","86","division","2020",4865
"86 : Human health activities","86","division","2021",5055
"86 : Human health activities","86","division","2022",5230
"86 : Human health activities","86","division","2023",4470
"86 : Human health activities","86","division","2024",5150
"861 : Hospital activities","861","group","2019",430
"861 : Hospital activities","861","group","2020",415
"861 : Hospital activities","861","group","2021",510
"861 : Hospital activities","861","group","2022",445
"861 : Hospital activities","861","group","2023",345
"861 : Hospital activities","861","group","2024",420
"862 : Medical and dental practice activities","862","group","2019",2465
"862 : Medical and dental practice activities","862","group","2020",2150
"862 : Medical and dental practice activities","862","group","2021",2070
"862 : Medical and dental practice activities","862","group","2022",2175
"862 : Medical and dental practice activities","862","group","2023",1920
"862 : Medical and dental practice activities","862","group","2024",2070
"869 : Other human health activities","869","group","2019",2470
"869 : Other human health activities","869","group","2020",2300
"869 : Other human health activities","869","group","2021",2475
"869 : Other human health activities","869","group","2022",2610
"869 : Other human health activities","869","group","2023",2205
"869 : Other human health activities","869","group","2024",2660
"87 : Residential care activities","87","division","2019",665
"87 : Residential care activities","87","division","2020",600
"87 : Residential care activities","87","division","2021",735
"87 : Residential care activities","87","division","2022",890
"87 : Residential care activities","87","division","2023",805
"87 : Residential care activities","87","division","2024",845
"871 : Residential nursing care activities","871","group","2019",225
"871 : Residential nursing care activities","871","group","2020",170
"871 : Residential nursing care activities","871","group","2021",235
"871 : Residential nursing care activities","871","group","2022",260
"871 : Residential nursing care activities","871","group","2023",185
"871 : Residential nursing care activities","871","group","2024",235
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2019",60
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2020",80
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2021",115
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2022",110
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2023",120
"872 : Residential care activities for learning disabilities, mental health and substance abuse","872","group","2024",125
"873 : Residential care activities for the elderly and disabled","873","group","2019",195
"873 : Residential care activities for the elderly and disabled","873","group","2020",170
"873 : Residential care activities for the elderly and disabled","873","group","2021",185
"873 : Residential care activities for the elderly and disabled","873","group","2022",200
"873 : Residential care activities for the elderly and disabled","873","group","2023",200
"873 : Residential care activities for the elderly and disabled","873","group","2024",205
"879 : Other residential care activities","879","group","2019",185
"879 : Other residential care activities","879","group","2020",180
"879 : Other residential care activities","879","group","2021",200
"879 : Other residential care activities","879","group","2022",320
"879 : Other residential care activities","879","group","2023",300
"879 : Other residential care activities","879","group","2024",280
"88 : Social work activities without accommodation","88","division","2019",2525
"88 : Social work activities without accommodation","88","division","2020",2325
"88 : Social work activities without accommodation","88","division","2021",2085
"88 : Social work activities without accommodation","88","division","2022",2405
"88 : Social work activities without accommodation","88","division","2023",2310
"88 : Social work activities without accommodation","88","division","2024",2135
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2019",480
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2020",430
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2021",380
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2022",505
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2023",495
"881 : Social work activities without accommodation for the elderly and disabled","881","group","2024",480
"889 : Other social work activities without accommodation","889","group","2019",2045
"889 : Other social work activities without accommodation","889","group","2020",1895
"889 : Other social work activities without accommodation","889","group","2021",1705
"889 : Other social work activities without accommodation","889","group","2022",1900
"889 : Other social work activities without accommodation","889","group","2023",1815
"889 : Other social work activities without accommodation","889","group","2024",1655
"90 : Creative, arts and entertainment activities","90","division","2019",2775
"90 : Creative, arts and entertainment activities","90","division","2020",2435
"90 : Creative, arts and entertainment activities","90","division","2021",2480
"90 : Creative, arts and entertainment activities","90","division","2022",2925
"90 : Creative, arts and entertainment activities","90","division","2023",2560
"90 : Creative, arts and entertainment activities","90","division","2024",2470
"900 : Creative, arts and entertainment activities","900","group","2019",2775
"900 : Creative, arts and entertainment activities","900","group","2020",2435
"900 : Creative, arts and entertainment activities","900","group","2021",2480
"900 : Creative, arts and entertainment activities","900","group","2022",2925
"900 : Creative, arts and entertainment activities","900","group","2023",2560
"900 : Creative, arts and entertainment activities","900","group","2024",2470
"91 : Libraries, archives, museums and other cultural activities","91","division","2019",75
"91 : Libraries, archives, museums and other cultural activities","91","division","2020",75
"91 : Libraries, archives, museums and other cultural activities","91","division","2021",70
"91 : Libraries, archives, museums and other cultural activities","91","division","2022",70
"91 : Libraries, archives, museums and other cultural activities","91","division","2023",80
"91 : Libraries, archives, museums and other cultural activities","91","division","2024",55
"910 : Libraries, archives, museums and other cultural activities","910","group","2019",75
"910 : Libraries, archives, museums and other cultural activities","910","group","2020",75
"910 : Libraries, archives, museums and other cultural activities","910","group","2021",70
"910 : Libraries, archives, museums and other cultural activities","910","group","2022",70
"910 : Libraries, archives, museums and other cultural activities","910","group","2023",80
"910 : Libraries, archives, museums and other cultural activities","910","group","2024",55
"92 : Gambling and betting activities","92","division","2019",75
"92 : Gambling and betting activities","92","division","2020",70
"92 : Gambling and betting activities","92","division","2021",55
"92 : Gambling and betting activities","92","division","2022",60
"92 : Gambling and betting activities","92","division","2023",75
"92 : Gambling and betting activities","92","division","2024",55
"920 : Gambling and betting activities","920","group","2019",75
"920 : Gambling and betting activities","920","group","2020",70
"920 : Gambling and betting activities","920","group","2021",55
"920 : Gambling and betting activities","920","group","2022",60
"920 : Gambling and betting activities","920","group","2023",75
"920 : Gambling and betting activities","920","group","2024",55
"93 : Sports activities and amusement and recreation activities","93","division","2019",3465
"93 : Sports activities and amusement and recreation activities","93","division","2020",3205
"93 : Sports activities and amusement and recreation activities","93","division","2021",3135
"93 : Sports activities and amusement and recreation activities","93","division","2022",3635
"93 : Sports activities and amusement and recreation activities","93","division","2023",3585
"93 : Sports activities and amusement and recreation activities","93","division","2024",3585
"931 : Sports activities","931","group","2019",2770
"931 : Sports activities","931","group","2020",2605
"931 : Sports activities","931","group","2021",2510
"931 : Sports activities","931","group","2022",2980
"931 : Sports activities","931","group","2023",2900
"931 : Sports activities","931","group","2024",2915
"932 : Amusement and recreation activities","932","group","2019",695
"932 : Amusement and recreation activities","932","group","2020",600
"932 : Amusement and recreation activities","932","group","2021",625
"932 : Amusement and recreation activities","932","group","2022",655
"932 : Amusement and recreation activities","932","group","2023",685
"932 : Amusement and recreation activities","932","group","2024",670
"94 : Activities of membership organisations","94","division","2019",1350
"94 : Activities of membership organisations","94","division","2020",1015
"94 : Activities of membership organisations","94","division","2021",1135
"94 : Activities of membership organisations","94","division","2022",1045
"94 : Activities of membership organisations","94","division","2023",975
"94 : Activities of membership organisations","94","division","2024",1120
"941 : Activities of business, employers and professional membership organisations","941","group","2019",215
"941 : Activities of business, employers and professional membership organisations","941","group","2020",225
"941 : Activities of business, employers and professional membership organisations","941","group","2021",275
"941 : Activities of business, employers and professional membership organisations","941","group","2022",230
"941 : Activities of business, employers and professional membership organisations","941","group","2023",245
"941 : Activities of business, employers and professional membership organisations","941","group","2024",260
"942 : Activities of trade unions","942","group","2019",25
"942 : Activities of trade unions","942","group","2020",10
"942 : Activities of trade unions","942","group","2021",15
"942 : Activities of trade unions","942","group","2022",10
"942 : Activities of trade unions","942","group","2023",10
"942 : Activities of trade unions","942","group","2024",20
"949 : Activities of other membership organisations","949","group","2019",1110
"949 : Activities of other membership organisations","949","group","2020",780
"949 : Activities of other membership organisations","949","group","2021",845
"949 : Activities of other membership organisations","949","group","2022",805
"949 : Activities of other membership organisations","949","group","2023",720
"949 : Activities of other membership organisations","949","group","2024",840
"95 : Repair of computers and personal and household goods","95","division","2019",1145
"95 : Repair of computers and personal and household goods","95","division","2020",905
"95 : Repair of computers and personal and household goods","95","division","2021",870
"95 : Repair of computers and personal and household goods","95","division","2022",1420
"95 : Repair of computers and personal and household goods","95","division","2023",1050
"95 : Repair of computers and personal and household goods","95","division","2024",915
"951 : Repair of computers and communication equipment","951","group","2019",725
"951 : Repair of computers and communication equipment","951","group","2020",575
"951 : Repair of computers and communication equipment","951","group","2021",560
"951 : Repair of computers and communication equipment","951","group","2022",960
"951 : Repair of computers and communication equipment","951","group","2023",535
"951 : Repair of computers and communication equipment","951","group","2024",500
"952 : Repair of personal and household goods","952","group","2019",420
"952 : Repair of personal and household goods","952","group","2020",330
"952 : Repair of personal and household goods","952","group","2021",310
"952 : Repair of personal and household goods","952","group","2022",460
"952 : Repair of personal and household goods","952","group","2023",515
"952 : Repair of personal and household goods","952","group","2024",415
"96 : Other personal service activities","96","division","2019",7625
"96 : Other personal service activities","96","division","2020",6650
"96 : Other personal service activities","96","division","2021",6295
"96 : Other personal service activities","96","division","2022",9330
"96 : Other personal service activities","96","division","2023",9190
"96 : Other personal service activities","96","division","2024",9190
"960 : Other personal service activities","960","group","2019",7625
"960 : Other personal service activities","960","group","2020",6650
"960 : Other personal service activities","960","group","2021",6295
"960 : Other personal service activities","960","group","2022",9330
"960 : Other personal service activities","960","group","2023",9190
"960 : Other personal service activities","960","group","2024",9190
"Total",NA,NA,"2019",303495
"Total",NA,NA,"2020",300475
"Total",NA,NA,"2021",328495
"Total",NA,NA,"2022",348675
"Total",NA,NA,"2023",309685
"Total",NA,NA,"2024",280375
