"industry_raw","industry_code","industry_level","year","active_enterprises_10plus_employees"
"243 : Manufacture of other products of first processing of steel","243","group","2024",40
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2019",100
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2020",105
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2021",95
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2022",90
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2023",95
"244 : Manufacture of basic precious and other non-ferrous metals","244","group","2024",95
"245 : Casting of metals","245","group","2019",175
"245 : Casting of metals","245","group","2020",180
"245 : Casting of metals","245","group","2021",175
"245 : Casting of metals","245","group","2022",170
"245 : Casting of metals","245","group","2023",160
"245 : Casting of metals","245","group","2024",155
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2019",6005
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2020",5900
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2021",5810
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2022",5695
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2023",5575
"25 : Manufacture of fabricated metal products, except machinery and equipment","25","division","2024",5430
"251 : Manufacture of structural metal products","251","group","2019",1560
"251 : Manufacture of structural metal products","251","group","2020",1535
"251 : Manufacture of structural metal products","251","group","2021",1530
"251 : Manufacture of structural metal products","251","group","2022",1515
"251 : Manufacture of structural metal products","251","group","2023",1485
"251 : Manufacture of structural metal products","251","group","2024",1465
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2019",110
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2020",110
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2021",110
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2022",105
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2023",100
"252 : Manufacture of tanks, reservoirs and containers of metal","252","group","2024",95
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2019",25
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2020",25
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2021",20
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2022",25
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2023",30
"253 : Manufacture of steam generators, except central heating hot water boilers","253","group","2024",25
"254 : Manufacture of weapons and ammunition","254","group","2019",30
"254 : Manufacture of weapons and ammunition","254","group","2020",35
"254 : Manufacture of weapons and ammunition","254","group","2021",35
"254 : Manufacture of weapons and ammunition","254","group","2022",35
"254 : Manufacture of weapons and ammunition","254","group","2023",35
"254 : Manufacture of weapons and ammunition","254","group","2024",30
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2019",235
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2020",225
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2021",215
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2022",210
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2023",205
"255 : Forging, pressing, stamping and roll-forming of metal; powder metallurgy","255","group","2024",190
"256 : Treatment and coating of metals; machining","256","group","2019",2705
"256 : Treatment and coating of metals; machining","256","group","2020",2645
"256 : Treatment and coating of metals; machining","256","group","2021",2575
"256 : Treatment and coating of metals; machining","256","group","2022",2515
"256 : Treatment and coating of metals; machining","256","group","2023",2435
"256 : Treatment and coating of metals; machining","256","group","2024",2360
"257 : Manufacture of cutlery, tools and general hardware","257","group","2019",410
"257 : Manufacture of cutlery, tools and general hardware","257","group","2020",395
"257 : Manufacture of cutlery, tools and general hardware","257","group","2021",385
"257 : Manufacture of cutlery, tools and general hardware","257","group","2022",380
"257 : Manufacture of cutlery, tools and general hardware","257","group","2023",370
"257 : Manufacture of cutlery, tools and general hardware","257","group","2024",350
"259 : Manufacture of other fabricated metal products","259","group","2019",930
"259 : Manufacture of other fabricated metal products","259","group","2020",930
"259 : Manufacture of other fabricated metal products","259","group","2021",940
"259 : Manufacture of other fabricated metal products","259","group","2022",910
"259 : Manufacture of other fabricated metal products","259","group","2023",915
"259 : Manufacture of other fabricated metal products","259","group","2024",915
"26 : Manufacture of computer, electronic and optical products","26","division","2019",1405
"26 : Manufacture of computer, electronic and optical products","26","division","2020",1415
"26 : Manufacture of computer, electronic and optical products","26","division","2021",1425
"26 : Manufacture of computer, electronic and optical products","26","division","2022",1440
"26 : Manufacture of computer, electronic and optical products","26","division","2023",1435
"26 : Manufacture of computer, electronic and optical products","26","division","2024",1415
"261 : Manufacture of electronic components and boards","261","group","2019",305
"261 : Manufacture of electronic components and boards","261","group","2020",310
"261 : Manufacture of electronic components and boards","261","group","2021",300
"261 : Manufacture of electronic components and boards","261","group","2022",300
"261 : Manufacture of electronic components and boards","261","group","2023",285
"261 : Manufacture of electronic components and boards","261","group","2024",280
"262 : Manufacture of computers and peripheral equipment","262","group","2019",90
"262 : Manufacture of computers and peripheral equipment","262","group","2020",85
"262 : Manufacture of computers and peripheral equipment","262","group","2021",100
"262 : Manufacture of computers and peripheral equipment","262","group","2022",100
"262 : Manufacture of computers and peripheral equipment","262","group","2023",100
"262 : Manufacture of computers and peripheral equipment","262","group","2024",105
"263 : Manufacture of communication equipment","263","group","2019",150
"263 : Manufacture of communication equipment","263","group","2020",145
"263 : Manufacture of communication equipment","263","group","2021",145
"263 : Manufacture of communication equipment","263","group","2022",140
"263 : Manufacture of communication equipment","263","group","2023",140
"263 : Manufacture of communication equipment","263","group","2024",140
"264 : Manufacture of consumer electronics","264","group","2019",85
"264 : Manufacture of consumer electronics","264","group","2020",85
"264 : Manufacture of consumer electronics","264","group","2021",85
"264 : Manufacture of consumer electronics","264","group","2022",90
"264 : Manufacture of consumer electronics","264","group","2023",85
"264 : Manufacture of consumer electronics","264","group","2024",75
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2019",640
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2020",650
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2021",655
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2022",670
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2023",680
"265 : Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","265","group","2024",675
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2019",60
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2020",60
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2021",60
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2022",60
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2023",65
"266 : Manufacture of irradiation, electromedical and electrotherapeutic equipment","266","group","2024",60
"267 : Manufacture of optical instruments and photographic equipment","267","group","2019",75
"267 : Manufacture of optical instruments and photographic equipment","267","group","2020",80
"267 : Manufacture of optical instruments and photographic equipment","267","group","2021",80
"267 : Manufacture of optical instruments and photographic equipment","267","group","2022",80
"267 : Manufacture of optical instruments and photographic equipment","267","group","2023",80
"267 : Manufacture of optical instruments and photographic equipment","267","group","2024",80
"268 : Manufacture of magnetic and optical media","268","group","2019",0
"268 : Manufacture of magnetic and optical media","268","group","2020",0
"268 : Manufacture of magnetic and optical media","268","group","2021",0
"268 : Manufacture of magnetic and optical media","268","group","2022",0
"268 : Manufacture of magnetic and optical media","268","group","2023",0
"268 : Manufacture of magnetic and optical media","268","group","2024",0
"27 : Manufacture of electrical equipment","27","division","2019",1060
"27 : Manufacture of electrical equipment","27","division","2020",1070
"27 : Manufacture of electrical equipment","27","division","2021",1070
"27 : Manufacture of electrical equipment","27","division","2022",1055
"27 : Manufacture of electrical equipment","27","division","2023",1050
"27 : Manufacture of electrical equipment","27","division","2024",1035
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2019",375
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2020",375
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2021",380
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2022",380
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2023",385
"271 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","271","group","2024",380
"272 : Manufacture of batteries and accumulators","272","group","2019",30
"272 : Manufacture of batteries and accumulators","272","group","2020",30
"272 : Manufacture of batteries and accumulators","272","group","2021",30
"272 : Manufacture of batteries and accumulators","272","group","2022",30
"272 : Manufacture of batteries and accumulators","272","group","2023",40
"272 : Manufacture of batteries and accumulators","272","group","2024",40
"273 : Manufacture of wiring and wiring devices","273","group","2019",145
"273 : Manufacture of wiring and wiring devices","273","group","2020",155
"273 : Manufacture of wiring and wiring devices","273","group","2021",155
"273 : Manufacture of wiring and wiring devices","273","group","2022",150
"273 : Manufacture of wiring and wiring devices","273","group","2023",145
"273 : Manufacture of wiring and wiring devices","273","group","2024",145
"274 : Manufacture of electric lighting equipment","274","group","2019",210
"274 : Manufacture of electric lighting equipment","274","group","2020",220
"274 : Manufacture of electric lighting equipment","274","group","2021",220
"274 : Manufacture of electric lighting equipment","274","group","2022",215
"274 : Manufacture of electric lighting equipment","274","group","2023",210
"274 : Manufacture of electric lighting equipment","274","group","2024",205
"275 : Manufacture of domestic appliances","275","group","2019",100
"275 : Manufacture of domestic appliances","275","group","2020",90
"275 : Manufacture of domestic appliances","275","group","2021",90
"275 : Manufacture of domestic appliances","275","group","2022",90
"275 : Manufacture of domestic appliances","275","group","2023",90
"275 : Manufacture of domestic appliances","275","group","2024",85
"279 : Manufacture of other electrical equipment","279","group","2019",200
"279 : Manufacture of other electrical equipment","279","group","2020",200
"279 : Manufacture of other electrical equipment","279","group","2021",195
"279 : Manufacture of other electrical equipment","279","group","2022",190
"279 : Manufacture of other electrical equipment","279","group","2023",180
"279 : Manufacture of other electrical equipment","279","group","2024",180
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2019",2220
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2020",2175
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2021",2170
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2022",2165
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2023",2110
"28 : Manufacture of machinery and equipment n.e.c.","28","division","2024",2110
"281 : Manufacture of general-purpose machinery","281","group","2019",435
"281 : Manufacture of general-purpose machinery","281","group","2020",425
"281 : Manufacture of general-purpose machinery","281","group","2021",430
"281 : Manufacture of general-purpose machinery","281","group","2022",430
"281 : Manufacture of general-purpose machinery","281","group","2023",425
"281 : Manufacture of general-purpose machinery","281","group","2024",420
"282 : Manufacture of other general-purpose machinery","282","group","2019",1020
"282 : Manufacture of other general-purpose machinery","282","group","2020",990
"282 : Manufacture of other general-purpose machinery","282","group","2021",970
"282 : Manufacture of other general-purpose machinery","282","group","2022",970
"282 : Manufacture of other general-purpose machinery","282","group","2023",955
"282 : Manufacture of other general-purpose machinery","282","group","2024",950
"283 : Manufacture of agricultural and forestry machinery","283","group","2019",105
"283 : Manufacture of agricultural and forestry machinery","283","group","2020",110
"283 : Manufacture of agricultural and forestry machinery","283","group","2021",110
"283 : Manufacture of agricultural and forestry machinery","283","group","2022",115
"283 : Manufacture of agricultural and forestry machinery","283","group","2023",115
"283 : Manufacture of agricultural and forestry machinery","283","group","2024",115
"284 : Manufacture of metal forming machinery and machine tools","284","group","2019",175
"284 : Manufacture of metal forming machinery and machine tools","284","group","2020",170
"284 : Manufacture of metal forming machinery and machine tools","284","group","2021",165
"284 : Manufacture of metal forming machinery and machine tools","284","group","2022",150
"284 : Manufacture of metal forming machinery and machine tools","284","group","2023",140
"284 : Manufacture of metal forming machinery and machine tools","284","group","2024",140
"289 : Manufacture of other special-purpose machinery","289","group","2019",485
"289 : Manufacture of other special-purpose machinery","289","group","2020",480
"289 : Manufacture of other special-purpose machinery","289","group","2021",495
"289 : Manufacture of other special-purpose machinery","289","group","2022",500
"289 : Manufacture of other special-purpose machinery","289","group","2023",475
"289 : Manufacture of other special-purpose machinery","289","group","2024",485
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2019",775
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2020",770
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2021",785
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2022",795
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2023",780
"29 : Manufacture of motor vehicles, trailers and semi-trailers","29","division","2024",765
"291 : Manufacture of motor vehicles","291","group","2019",115
"291 : Manufacture of motor vehicles","291","group","2020",110
"291 : Manufacture of motor vehicles","291","group","2021",110
"291 : Manufacture of motor vehicles","291","group","2022",115
"291 : Manufacture of motor vehicles","291","group","2023",110
"291 : Manufacture of motor vehicles","291","group","2024",110
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2019",240
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2020",245
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2021",255
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2022",265
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2023",265
"292 : Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","292","group","2024",260
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2019",420
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2020",415
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2021",420
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2022",415
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2023",405
"293 : Manufacture of parts and accessories for motor vehicles","293","group","2024",395
"30 : Manufacture of other transport equipment","30","division","2019",350
"30 : Manufacture of other transport equipment","30","division","2020",350
"30 : Manufacture of other transport equipment","30","division","2021",370
"30 : Manufacture of other transport equipment","30","division","2022",375
"30 : Manufacture of other transport equipment","30","division","2023",360
"30 : Manufacture of other transport equipment","30","division","2024",360
"301 : Building of ships and boats","301","group","2019",115
"301 : Building of ships and boats","301","group","2020",100
"301 : Building of ships and boats","301","group","2021",110
"301 : Building of ships and boats","301","group","2022",105
"301 : Building of ships and boats","301","group","2023",100
"301 : Building of ships and boats","301","group","2024",100
"302 : Manufacture of railway locomotives and rolling stock","302","group","2019",20
"302 : Manufacture of railway locomotives and rolling stock","302","group","2020",25
"302 : Manufacture of railway locomotives and rolling stock","302","group","2021",25
"302 : Manufacture of railway locomotives and rolling stock","302","group","2022",25
"302 : Manufacture of railway locomotives and rolling stock","302","group","2023",20
"302 : Manufacture of railway locomotives and rolling stock","302","group","2024",20
"303 : Manufacture of air and spacecraft and related machinery","303","group","2019",145
"303 : Manufacture of air and spacecraft and related machinery","303","group","2020",155
"303 : Manufacture of air and spacecraft and related machinery","303","group","2021",160
"303 : Manufacture of air and spacecraft and related machinery","303","group","2022",165
"303 : Manufacture of air and spacecraft and related machinery","303","group","2023",170
"303 : Manufacture of air and spacecraft and related machinery","303","group","2024",170
"304 : Manufacture of military fighting vehicles","304","group","2019",5
"304 : Manufacture of military fighting vehicles","304","group","2020",5
"304 : Manufacture of military fighting vehicles","304","group","2021",5
"304 : Manufacture of military fighting vehicles","304","group","2022",5
"304 : Manufacture of military fighting vehicles","304","group","2023",5
"304 : Manufacture of military fighting vehicles","304","group","2024",5
"309 : Manufacture of transport equipment n.e.c.","309","group","2019",65
"309 : Manufacture of transport equipment n.e.c.","309","group","2020",65
"309 : Manufacture of transport equipment n.e.c.","309","group","2021",70
"309 : Manufacture of transport equipment n.e.c.","309","group","2022",75
"309 : Manufacture of transport equipment n.e.c.","309","group","2023",65
"309 : Manufacture of transport equipment n.e.c.","309","group","2024",65
"31 : Manufacture of furniture","31","division","2019",1425
"31 : Manufacture of furniture","31","division","2020",1400
"31 : Manufacture of furniture","31","division","2021",1410
"31 : Manufacture of furniture","31","division","2022",1375
"31 : Manufacture of furniture","31","division","2023",1345
"31 : Manufacture of furniture","31","division","2024",1300
"310 : Manufacture of furniture","310","group","2019",1425
"310 : Manufacture of furniture","310","group","2020",1400
"310 : Manufacture of furniture","310","group","2021",1410
"310 : Manufacture of furniture","310","group","2022",1375
"310 : Manufacture of furniture","310","group","2023",1345
"310 : Manufacture of furniture","310","group","2024",1300
"32 : Other manufacturing","32","division","2019",1200
"32 : Other manufacturing","32","division","2020",1205
"32 : Other manufacturing","32","division","2021",1200
"32 : Other manufacturing","32","division","2022",1220
"32 : Other manufacturing","32","division","2023",1205
"32 : Other manufacturing","32","division","2024",1195
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2019",105
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2020",100
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2021",100
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2022",100
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2023",105
"321 : Manufacture of jewellery, bijouterie and related articles","321","group","2024",100
"322 : Manufacture of musical instruments","322","group","2019",25
"322 : Manufacture of musical instruments","322","group","2020",20
"322 : Manufacture of musical instruments","322","group","2021",25
"322 : Manufacture of musical instruments","322","group","2022",25
"322 : Manufacture of musical instruments","322","group","2023",25
"322 : Manufacture of musical instruments","322","group","2024",20
"323 : Manufacture of sports goods","323","group","2019",115
"323 : Manufacture of sports goods","323","group","2020",120
"323 : Manufacture of sports goods","323","group","2021",120
"323 : Manufacture of sports goods","323","group","2022",130
"323 : Manufacture of sports goods","323","group","2023",120
"323 : Manufacture of sports goods","323","group","2024",115
"324 : Manufacture of games and toys","324","group","2019",60
"324 : Manufacture of games and toys","324","group","2020",55
"324 : Manufacture of games and toys","324","group","2021",55
"324 : Manufacture of games and toys","324","group","2022",60
"324 : Manufacture of games and toys","324","group","2023",60
"324 : Manufacture of games and toys","324","group","2024",60
"325 : Manufacture of medical and dental instruments and supplies","325","group","2019",525
"325 : Manufacture of medical and dental instruments and supplies","325","group","2020",520
"325 : Manufacture of medical and dental instruments and supplies","325","group","2021",525
"325 : Manufacture of medical and dental instruments and supplies","325","group","2022",520
"325 : Manufacture of medical and dental instruments and supplies","325","group","2023",500
"325 : Manufacture of medical and dental instruments and supplies","325","group","2024",505
"329 : Other manufacturing n.e.c.","329","group","2019",370
"329 : Other manufacturing n.e.c.","329","group","2020",390
"329 : Other manufacturing n.e.c.","329","group","2021",375
"329 : Other manufacturing n.e.c.","329","group","2022",385
"329 : Other manufacturing n.e.c.","329","group","2023",395
"329 : Other manufacturing n.e.c.","329","group","2024",395
"33 : Repair and installation of machinery and equipment","33","division","2019",1370
"33 : Repair and installation of machinery and equipment","33","division","2020",1385
"33 : Repair and installation of machinery and equipment","33","division","2021",1400
"33 : Repair and installation of machinery and equipment","33","division","2022",1460
"33 : Repair and installation of machinery and equipment","33","division","2023",1460
"33 : Repair and installation of machinery and equipment","33","division","2024",1485
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2019",1075
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2020",1095
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2021",1105
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2022",1140
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2023",1140
"331 : Repair of fabricated metal products, machinery and equipment","331","group","2024",1180
"332 : Installation of industrial machinery and equipment","332","group","2019",295
"332 : Installation of industrial machinery and equipment","332","group","2020",290
"332 : Installation of industrial machinery and equipment","332","group","2021",295
"332 : Installation of industrial machinery and equipment","332","group","2022",320
"332 : Installation of industrial machinery and equipment","332","group","2023",320
"332 : Installation of industrial machinery and equipment","332","group","2024",305
"35 : Electricity, gas, steam and air conditioning supply","35","division","2019",555
"35 : Electricity, gas, steam and air conditioning supply","35","division","2020",535
"35 : Electricity, gas, steam and air conditioning supply","35","division","2021",575
"35 : Electricity, gas, steam and air conditioning supply","35","division","2022",475
"35 : Electricity, gas, steam and air conditioning supply","35","division","2023",465
"35 : Electricity, gas, steam and air conditioning supply","35","division","2024",465
"351 : Electric power generation, transmission and distribution","351","group","2019",520
"351 : Electric power generation, transmission and distribution","351","group","2020",495
"351 : Electric power generation, transmission and distribution","351","group","2021",535
"351 : Electric power generation, transmission and distribution","351","group","2022",440
"351 : Electric power generation, transmission and distribution","351","group","2023",430
"351 : Electric power generation, transmission and distribution","351","group","2024",430
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2019",30
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2020",35
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2021",35
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2022",30
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2023",30
"352 : Manufacture of gas; distribution of gaseous fuels through mains","352","group","2024",30
"353 : Steam and air conditioning supply","353","group","2019",5
"353 : Steam and air conditioning supply","353","group","2020",5
"353 : Steam and air conditioning supply","353","group","2021",5
"353 : Steam and air conditioning supply","353","group","2022",5
"353 : Steam and air conditioning supply","353","group","2023",5
"353 : Steam and air conditioning supply","353","group","2024",5
"36 : Water collection, treatment and supply","36","division","2019",50
"36 : Water collection, treatment and supply","36","division","2020",50
"36 : Water collection, treatment and supply","36","division","2021",55
"36 : Water collection, treatment and supply","36","division","2022",50
"36 : Water collection, treatment and supply","36","division","2023",50
"36 : Water collection, treatment and supply","36","division","2024",55
"360 : Water collection, treatment and supply","360","group","2019",50
"360 : Water collection, treatment and supply","360","group","2020",50
"360 : Water collection, treatment and supply","360","group","2021",55
"360 : Water collection, treatment and supply","360","group","2022",50
"360 : Water collection, treatment and supply","360","group","2023",50
"360 : Water collection, treatment and supply","360","group","2024",55
"37 : Sewerage","37","division","2019",195
"37 : Sewerage","37","division","2020",190
"37 : Sewerage","37","division","2021",195
"37 : Sewerage","37","division","2022",205
"37 : Sewerage","37","division","2023",205
"37 : Sewerage","37","division","2024",210
"370 : Sewerage","370","group","2019",195
"370 : Sewerage","370","group","2020",190
"370 : Sewerage","370","group","2021",195
"370 : Sewerage","370","group","2022",205
"370 : Sewerage","370","group","2023",205
"370 : Sewerage","370","group","2024",210
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2019",1390
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2020",1375
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2021",1395
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2022",1440
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2023",1440
"38 : Waste collection, treatment and disposal activities; materials recovery","38","division","2024",1425
"381 : Waste collection","381","group","2019",615
"381 : Waste collection","381","group","2020",615
"381 : Waste collection","381","group","2021",630
"381 : Waste collection","381","group","2022",655
"381 : Waste collection","381","group","2023",660
"381 : Waste collection","381","group","2024",650
"382 : Waste treatment and disposal","382","group","2019",320
"382 : Waste treatment and disposal","382","group","2020",315
"382 : Waste treatment and disposal","382","group","2021",320
"382 : Waste treatment and disposal","382","group","2022",335
"382 : Waste treatment and disposal","382","group","2023",340
"382 : Waste treatment and disposal","382","group","2024",340
"383 : Materials recovery","383","group","2019",455
"383 : Materials recovery","383","group","2020",445
"383 : Materials recovery","383","group","2021",445
"383 : Materials recovery","383","group","2022",450
"383 : Materials recovery","383","group","2023",440
"383 : Materials recovery","383","group","2024",435
"39 : Remediation activities and other waste management services.","39","division","2019",170
"39 : Remediation activities and other waste management services.","39","division","2020",190
"39 : Remediation activities and other waste management services.","39","division","2021",195
"39 : Remediation activities and other waste management services.","39","division","2022",220
"39 : Remediation activities and other waste management services.","39","division","2023",220
"39 : Remediation activities and other waste management services.","39","division","2024",215
"390 : Remediation activities and other waste management services","390","group","2019",170
"390 : Remediation activities and other waste management services","390","group","2020",190
"390 : Remediation activities and other waste management services","390","group","2021",195
"390 : Remediation activities and other waste management services","390","group","2022",220
"390 : Remediation activities and other waste management services","390","group","2023",220
"390 : Remediation activities and other waste management services","390","group","2024",215
"41 : Construction of buildings","41","division","2019",5230
"41 : Construction of buildings","41","division","2020",5140
"41 : Construction of buildings","41","division","2021",5455
"41 : Construction of buildings","41","division","2022",5715
"41 : Construction of buildings","41","division","2023",5625
"41 : Construction of buildings","41","division","2024",5385
"411 : Development of building projects","411","group","2019",1645
"411 : Development of building projects","411","group","2020",1545
"411 : Development of building projects","411","group","2021",1705
"411 : Development of building projects","411","group","2022",1890
"411 : Development of building projects","411","group","2023",1775
"411 : Development of building projects","411","group","2024",1570
"412 : Construction of residential and non-residential buildings","412","group","2019",3585
"412 : Construction of residential and non-residential buildings","412","group","2020",3595
"412 : Construction of residential and non-residential buildings","412","group","2021",3750
"412 : Construction of residential and non-residential buildings","412","group","2022",3825
"412 : Construction of residential and non-residential buildings","412","group","2023",3850
"412 : Construction of residential and non-residential buildings","412","group","2024",3815
"42 : Civil engineering","42","division","2019",2170
"42 : Civil engineering","42","division","2020",2100
"42 : Civil engineering","42","division","2021",2140
"42 : Civil engineering","42","division","2022",2160
"42 : Civil engineering","42","division","2023",2150
"42 : Civil engineering","42","division","2024",2130
"421 : Construction of roads and railways","421","group","2019",555
"421 : Construction of roads and railways","421","group","2020",540
"421 : Construction of roads and railways","421","group","2021",565
"421 : Construction of roads and railways","421","group","2022",585
"421 : Construction of roads and railways","421","group","2023",585
"421 : Construction of roads and railways","421","group","2024",575
"422 : Construction of utility projects","422","group","2019",150
"422 : Construction of utility projects","422","group","2020",155
"422 : Construction of utility projects","422","group","2021",175
"422 : Construction of utility projects","422","group","2022",185
"422 : Construction of utility projects","422","group","2023",215
"422 : Construction of utility projects","422","group","2024",220
"429 : Construction of other civil engineering projects","429","group","2019",1465
"429 : Construction of other civil engineering projects","429","group","2020",1405
"429 : Construction of other civil engineering projects","429","group","2021",1400
"429 : Construction of other civil engineering projects","429","group","2022",1390
"429 : Construction of other civil engineering projects","429","group","2023",1350
"429 : Construction of other civil engineering projects","429","group","2024",1335
"43 : Specialised construction activities","43","division","2019",12805
"43 : Specialised construction activities","43","division","2020",12640
"43 : Specialised construction activities","43","division","2021",13160
"43 : Specialised construction activities","43","division","2022",13600
"43 : Specialised construction activities","43","division","2023",13445
"43 : Specialised construction activities","43","division","2024",13355
"431 : Demolition and site preparation","431","group","2019",440
"431 : Demolition and site preparation","431","group","2020",435
"431 : Demolition and site preparation","431","group","2021",465
"431 : Demolition and site preparation","431","group","2022",455
"431 : Demolition and site preparation","431","group","2023",430
"431 : Demolition and site preparation","431","group","2024",425
"432 : Electrical, plumbing and other construction installation activities","432","group","2019",6180
"432 : Electrical, plumbing and other construction installation activities","432","group","2020",6170
"432 : Electrical, plumbing and other construction installation activities","432","group","2021",6335
"432 : Electrical, plumbing and other construction installation activities","432","group","2022",6610
"432 : Electrical, plumbing and other construction installation activities","432","group","2023",6680
"432 : Electrical, plumbing and other construction installation activities","432","group","2024",6820
"433 : Building completion and finishing","433","group","2019",3610
"433 : Building completion and finishing","433","group","2020",3495
"433 : Building completion and finishing","433","group","2021",3765
"433 : Building completion and finishing","433","group","2022",3915
"433 : Building completion and finishing","433","group","2023",3640
"433 : Building completion and finishing","433","group","2024",3425
"439 : Other specialised construction activities","439","group","2019",2575
"439 : Other specialised construction activities","439","group","2020",2540
"439 : Other specialised construction activities","439","group","2021",2595
"439 : Other specialised construction activities","439","group","2022",2620
"439 : Other specialised construction activities","439","group","2023",2695
"439 : Other specialised construction activities","439","group","2024",2685
