"industry_raw","industry_code","industry_level","year","active_enterprises_10plus_employees"
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2019",6530
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2020",6400
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2021",6485
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2022",6450
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2023",6465
"45 : Wholesale and retail trade and repair of motor vehicles and motorcycles","45","division","2024",6570
"451 : Sale of motor vehicles","451","group","2019",1920
"451 : Sale of motor vehicles","451","group","2020",1870
"451 : Sale of motor vehicles","451","group","2021",1895
"451 : Sale of motor vehicles","451","group","2022",1890
"451 : Sale of motor vehicles","451","group","2023",1845
"451 : Sale of motor vehicles","451","group","2024",1825
"452 : Maintenance and repair of motor vehicles","452","group","2019",3170
"452 : Maintenance and repair of motor vehicles","452","group","2020",3140
"452 : Maintenance and repair of motor vehicles","452","group","2021",3165
"452 : Maintenance and repair of motor vehicles","452","group","2022",3140
"452 : Maintenance and repair of motor vehicles","452","group","2023",3215
"452 : Maintenance and repair of motor vehicles","452","group","2024",3350
"453 : Sale of motor vehicle parts and accessories","453","group","2019",1245
"453 : Sale of motor vehicle parts and accessories","453","group","2020",1195
"453 : Sale of motor vehicle parts and accessories","453","group","2021",1230
"453 : Sale of motor vehicle parts and accessories","453","group","2022",1230
"453 : Sale of motor vehicle parts and accessories","453","group","2023",1220
"453 : Sale of motor vehicle parts and accessories","453","group","2024",1215
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2019",195
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2020",195
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2021",195
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2022",190
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2023",185
"454 : Sale, maintenance and repair of motorcycles and related parts and accessories","454","group","2024",180
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2019",18490
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2020",18125
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2021",18015
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2022",18120
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2023",17985
"46 : Wholesale trade, except of motor vehicles and motorcycles","46","division","2024",17965
"461 : Wholesale on a fee or contract basis","461","group","2019",1185
"461 : Wholesale on a fee or contract basis","461","group","2020",1160
"461 : Wholesale on a fee or contract basis","461","group","2021",1185
"461 : Wholesale on a fee or contract basis","461","group","2022",1225
"461 : Wholesale on a fee or contract basis","461","group","2023",1215
"461 : Wholesale on a fee or contract basis","461","group","2024",1195
"462 : Wholesale of agricultural raw materials and live animals","462","group","2019",380
"462 : Wholesale of agricultural raw materials and live animals","462","group","2020",375
"462 : Wholesale of agricultural raw materials and live animals","462","group","2021",370
"462 : Wholesale of agricultural raw materials and live animals","462","group","2022",370
"462 : Wholesale of agricultural raw materials and live animals","462","group","2023",380
"462 : Wholesale of agricultural raw materials and live animals","462","group","2024",365
"463 : Wholesale of food, beverages and tobacco","463","group","2019",3125
"463 : Wholesale of food, beverages and tobacco","463","group","2020",3085
"463 : Wholesale of food, beverages and tobacco","463","group","2021",3070
"463 : Wholesale of food, beverages and tobacco","463","group","2022",3105
"463 : Wholesale of food, beverages and tobacco","463","group","2023",3065
"463 : Wholesale of food, beverages and tobacco","463","group","2024",3090
"464 : Wholesale of household goods","464","group","2019",4105
"464 : Wholesale of household goods","464","group","2020",4005
"464 : Wholesale of household goods","464","group","2021",3990
"464 : Wholesale of household goods","464","group","2022",4025
"464 : Wholesale of household goods","464","group","2023",4005
"464 : Wholesale of household goods","464","group","2024",3985
"465 : Wholesale of information and communication equipment","465","group","2019",1105
"465 : Wholesale of information and communication equipment","465","group","2020",1070
"465 : Wholesale of information and communication equipment","465","group","2021",1055
"465 : Wholesale of information and communication equipment","465","group","2022",1050
"465 : Wholesale of information and communication equipment","465","group","2023",1055
"465 : Wholesale of information and communication equipment","465","group","2024",1025
"466 : Wholesale of other machinery, equipment and supplies","466","group","2019",3025
"466 : Wholesale of other machinery, equipment and supplies","466","group","2020",2975
"466 : Wholesale of other machinery, equipment and supplies","466","group","2021",2945
"466 : Wholesale of other machinery, equipment and supplies","466","group","2022",2910
"466 : Wholesale of other machinery, equipment and supplies","466","group","2023",2865
"466 : Wholesale of other machinery, equipment and supplies","466","group","2024",2840
"467 : Other specialised wholesale","467","group","2019",4000
"467 : Other specialised wholesale","467","group","2020",3905
"467 : Other specialised wholesale","467","group","2021",3895
"467 : Other specialised wholesale","467","group","2022",3920
"467 : Other specialised wholesale","467","group","2023",3845
"467 : Other specialised wholesale","467","group","2024",3860
"469 : Non-specialised wholesale trade","469","group","2019",1565
"469 : Non-specialised wholesale trade","469","group","2020",1550
"469 : Non-specialised wholesale trade","469","group","2021",1505
"469 : Non-specialised wholesale trade","469","group","2022",1515
"469 : Non-specialised wholesale trade","469","group","2023",1555
"469 : Non-specialised wholesale trade","469","group","2024",1605
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2019",19490
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2020",19365
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2021",20030
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2022",20535
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2023",20460
"47 : Retail trade, except of motor vehicles and motorcycles","47","division","2024",20585
"471 : Retail sale in non-specialised stores","471","group","2019",3395
"471 : Retail sale in non-specialised stores","471","group","2020",3395
"471 : Retail sale in non-specialised stores","471","group","2021",3560
"471 : Retail sale in non-specialised stores","471","group","2022",3645
"471 : Retail sale in non-specialised stores","471","group","2023",3630
"471 : Retail sale in non-specialised stores","471","group","2024",3790
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2019",2745
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2020",2675
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2021",2780
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2022",2895
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2023",2870
"472 : Retail sale of food, beverages and tobacco in specialised stores","472","group","2024",2965
"473 : Retail sale of automotive fuel in specialised stores","473","group","2019",790
"473 : Retail sale of automotive fuel in specialised stores","473","group","2020",770
"473 : Retail sale of automotive fuel in specialised stores","473","group","2021",790
"473 : Retail sale of automotive fuel in specialised stores","473","group","2022",780
"473 : Retail sale of automotive fuel in specialised stores","473","group","2023",770
"473 : Retail sale of automotive fuel in specialised stores","473","group","2024",770
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2019",250
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2020",265
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2021",300
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2022",290
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2023",270
"474 : Retail sale of information and communication equipment in specialised stores","474","group","2024",240
"475 : Retail sale of other household equipment in specialised stores","475","group","2019",2430
"475 : Retail sale of other household equipment in specialised stores","475","group","2020",2370
"475 : Retail sale of other household equipment in specialised stores","475","group","2021",2415
"475 : Retail sale of other household equipment in specialised stores","475","group","2022",2360
"475 : Retail sale of other household equipment in specialised stores","475","group","2023",2270
"475 : Retail sale of other household equipment in specialised stores","475","group","2024",2165
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2019",840
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2020",840
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2021",850
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2022",845
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2023",830
"476 : Retail sale of cultural and recreation goods in specialised stores","476","group","2024",795
"477 : Retail sale of other goods in specialised stores","477","group","2019",7335
"477 : Retail sale of other goods in specialised stores","477","group","2020",7260
"477 : Retail sale of other goods in specialised stores","477","group","2021",7290
"477 : Retail sale of other goods in specialised stores","477","group","2022",7465
"477 : Retail sale of other goods in specialised stores","477","group","2023",7610
"477 : Retail sale of other goods in specialised stores","477","group","2024",7735
"478 : Retail sale via stalls and markets","478","group","2019",85
"478 : Retail sale via stalls and markets","478","group","2020",90
"478 : Retail sale via stalls and markets","478","group","2021",100
"478 : Retail sale via stalls and markets","478","group","2022",100
"478 : Retail sale via stalls and markets","478","group","2023",115
"478 : Retail sale via stalls and markets","478","group","2024",105
"479 : Retail trade not in stores, stalls or markets","479","group","2019",1620
"479 : Retail trade not in stores, stalls or markets","479","group","2020",1700
"479 : Retail trade not in stores, stalls or markets","479","group","2021",1945
"479 : Retail trade not in stores, stalls or markets","479","group","2022",2155
"479 : Retail trade not in stores, stalls or markets","479","group","2023",2095
"479 : Retail trade not in stores, stalls or markets","479","group","2024",2020
"49 : Land transport and transport via pipelines","49","division","2019",6535
"49 : Land transport and transport via pipelines","49","division","2020",6505
"49 : Land transport and transport via pipelines","49","division","2021",7275
"49 : Land transport and transport via pipelines","49","division","2022",7050
"49 : Land transport and transport via pipelines","49","division","2023",6430
"49 : Land transport and transport via pipelines","49","division","2024",5930
"491 : Passenger rail transport, interurban","491","group","2019",30
"491 : Passenger rail transport, interurban","491","group","2020",30
"491 : Passenger rail transport, interurban","491","group","2021",30
"491 : Passenger rail transport, interurban","491","group","2022",30
"491 : Passenger rail transport, interurban","491","group","2023",30
"491 : Passenger rail transport, interurban","491","group","2024",30
"492 : Freight rail transport","492","group","2019",5
"492 : Freight rail transport","492","group","2020",5
"492 : Freight rail transport","492","group","2021",10
"492 : Freight rail transport","492","group","2022",5
"492 : Freight rail transport","492","group","2023",10
"492 : Freight rail transport","492","group","2024",15
"493 : Other passenger land transport","493","group","2019",2155
"493 : Other passenger land transport","493","group","2020",2060
"493 : Other passenger land transport","493","group","2021",1965
"493 : Other passenger land transport","493","group","2022",1940
"493 : Other passenger land transport","493","group","2023",1955
"493 : Other passenger land transport","493","group","2024",1980
"494 : Freight transport by road and removal services","494","group","2019",4340
"494 : Freight transport by road and removal services","494","group","2020",4405
"494 : Freight transport by road and removal services","494","group","2021",5265
"494 : Freight transport by road and removal services","494","group","2022",5070
"494 : Freight transport by road and removal services","494","group","2023",4430
"494 : Freight transport by road and removal services","494","group","2024",3900
"495 : Transport via pipeline","495","group","2019",5
"495 : Transport via pipeline","495","group","2020",5
"495 : Transport via pipeline","495","group","2021",5
"495 : Transport via pipeline","495","group","2022",5
"495 : Transport via pipeline","495","group","2023",5
"495 : Transport via pipeline","495","group","2024",5
"50 : Water transport","50","division","2019",185
"50 : Water transport","50","division","2020",175
"50 : Water transport","50","division","2021",185
"50 : Water transport","50","division","2022",185
"50 : Water transport","50","division","2023",180
"50 : Water transport","50","division","2024",180
"501 : Sea and coastal passenger water transport","501","group","2019",50
"501 : Sea and coastal passenger water transport","501","group","2020",45
"501 : Sea and coastal passenger water transport","501","group","2021",50
"501 : Sea and coastal passenger water transport","501","group","2022",50
"501 : Sea and coastal passenger water transport","501","group","2023",45
"501 : Sea and coastal passenger water transport","501","group","2024",50
"502 : Sea and coastal freight water transport","502","group","2019",95
"502 : Sea and coastal freight water transport","502","group","2020",90
"502 : Sea and coastal freight water transport","502","group","2021",100
"502 : Sea and coastal freight water transport","502","group","2022",100
"502 : Sea and coastal freight water transport","502","group","2023",100
"502 : Sea and coastal freight water transport","502","group","2024",95
"503 : Inland passenger water transport","503","group","2019",35
"503 : Inland passenger water transport","503","group","2020",35
"503 : Inland passenger water transport","503","group","2021",30
"503 : Inland passenger water transport","503","group","2022",30
"503 : Inland passenger water transport","503","group","2023",30
"503 : Inland passenger water transport","503","group","2024",30
"504 : Inland freight water transport","504","group","2019",5
"504 : Inland freight water transport","504","group","2020",5
"504 : Inland freight water transport","504","group","2021",5
"504 : Inland freight water transport","504","group","2022",5
"504 : Inland freight water transport","504","group","2023",5
"504 : Inland freight water transport","504","group","2024",5
"51 : Air transport","51","division","2019",130
"51 : Air transport","51","division","2020",120
"51 : Air transport","51","division","2021",120
"51 : Air transport","51","division","2022",120
"51 : Air transport","51","division","2023",110
"51 : Air transport","51","division","2024",110
"511 : Passenger air transport","511","group","2019",110
"511 : Passenger air transport","511","group","2020",105
"511 : Passenger air transport","511","group","2021",105
"511 : Passenger air transport","511","group","2022",105
"511 : Passenger air transport","511","group","2023",95
"511 : Passenger air transport","511","group","2024",95
"512 : Freight air transport and space transport","512","group","2019",20
"512 : Freight air transport and space transport","512","group","2020",15
"512 : Freight air transport and space transport","512","group","2021",15
"512 : Freight air transport and space transport","512","group","2022",15
"512 : Freight air transport and space transport","512","group","2023",15
"512 : Freight air transport and space transport","512","group","2024",15
"52 : Warehousing and support activities for transportation","52","division","2019",2655
"52 : Warehousing and support activities for transportation","52","division","2020",2495
"52 : Warehousing and support activities for transportation","52","division","2021",2550
"52 : Warehousing and support activities for transportation","52","division","2022",2655
"52 : Warehousing and support activities for transportation","52","division","2023",2680
"52 : Warehousing and support activities for transportation","52","division","2024",2695
"521 : Warehousing and storage","521","group","2019",970
"521 : Warehousing and storage","521","group","2020",860
"521 : Warehousing and storage","521","group","2021",890
"521 : Warehousing and storage","521","group","2022",935
"521 : Warehousing and storage","521","group","2023",955
"521 : Warehousing and storage","521","group","2024",965
"522 : Support activities for transportation","522","group","2019",1685
"522 : Support activities for transportation","522","group","2020",1635
"522 : Support activities for transportation","522","group","2021",1660
"522 : Support activities for transportation","522","group","2022",1720
"522 : Support activities for transportation","522","group","2023",1725
"522 : Support activities for transportation","522","group","2024",1730
"53 : Postal and courier activities","53","division","2019",760
"53 : Postal and courier activities","53","division","2020",745
"53 : Postal and courier activities","53","division","2021",760
"53 : Postal and courier activities","53","division","2022",755
"53 : Postal and courier activities","53","division","2023",705
"53 : Postal and courier activities","53","division","2024",685
"531 : Postal activities under universal service obligation","531","group","2019",135
"531 : Postal activities under universal service obligation","531","group","2020",125
"531 : Postal activities under universal service obligation","531","group","2021",115
"531 : Postal activities under universal service obligation","531","group","2022",105
"531 : Postal activities under universal service obligation","531","group","2023",100
"531 : Postal activities under universal service obligation","531","group","2024",105
"532 : Other postal and courier activities","532","group","2019",625
"532 : Other postal and courier activities","532","group","2020",620
"532 : Other postal and courier activities","532","group","2021",645
"532 : Other postal and courier activities","532","group","2022",650
"532 : Other postal and courier activities","532","group","2023",605
"532 : Other postal and courier activities","532","group","2024",580
"55 : Accommodation","55","division","2019",6265
"55 : Accommodation","55","division","2020",6090
"55 : Accommodation","55","division","2021",5930
"55 : Accommodation","55","division","2022",6135
"55 : Accommodation","55","division","2023",6120
"55 : Accommodation","55","division","2024",6090
"551 : Hotels and similar accommodation","551","group","2019",5265
"551 : Hotels and similar accommodation","551","group","2020",5090
"551 : Hotels and similar accommodation","551","group","2021",4955
"551 : Hotels and similar accommodation","551","group","2022",5035
"551 : Hotels and similar accommodation","551","group","2023",5000
"551 : Hotels and similar accommodation","551","group","2024",4965
"552 : Holiday and other short-stay accommodation","552","group","2019",500
"552 : Holiday and other short-stay accommodation","552","group","2020",475
"552 : Holiday and other short-stay accommodation","552","group","2021",460
"552 : Holiday and other short-stay accommodation","552","group","2022",525
"552 : Holiday and other short-stay accommodation","552","group","2023",525
"552 : Holiday and other short-stay accommodation","552","group","2024",535
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2019",365
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2020",355
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2021",355
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2022",400
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2023",405
"553 : Camping grounds, recreational vehicle parks and trailer parks","553","group","2024",405
"559 : Other accommodation","559","group","2019",135
"559 : Other accommodation","559","group","2020",170
"559 : Other accommodation","559","group","2021",160
"559 : Other accommodation","559","group","2022",175
"559 : Other accommodation","559","group","2023",190
"559 : Other accommodation","559","group","2024",185
"56 : Food and beverage service activities","56","division","2019",33805
"56 : Food and beverage service activities","56","division","2020",32415
"56 : Food and beverage service activities","56","division","2021",33775
"56 : Food and beverage service activities","56","division","2022",36875
"56 : Food and beverage service activities","56","division","2023",37475
"56 : Food and beverage service activities","56","division","2024",37825
"561 : Restaurants and mobile food service activities","561","group","2019",19770
"561 : Restaurants and mobile food service activities","561","group","2020",19185
"561 : Restaurants and mobile food service activities","561","group","2021",20335
"561 : Restaurants and mobile food service activities","561","group","2022",22680
"561 : Restaurants and mobile food service activities","561","group","2023",23455
"561 : Restaurants and mobile food service activities","561","group","2024",23950
"562 : Event catering and other food service activities","562","group","2019",1940
"562 : Event catering and other food service activities","562","group","2020",1955
"562 : Event catering and other food service activities","562","group","2021",2225
"562 : Event catering and other food service activities","562","group","2022",2385
"562 : Event catering and other food service activities","562","group","2023",2170
"562 : Event catering and other food service activities","562","group","2024",2015
"563 : Beverage serving activities","563","group","2019",12095
"563 : Beverage serving activities","563","group","2020",11275
"563 : Beverage serving activities","563","group","2021",11215
"563 : Beverage serving activities","563","group","2022",11810
"563 : Beverage serving activities","563","group","2023",11850
"563 : Beverage serving activities","563","group","2024",11860
"58 : Publishing activities","58","division","2019",1465
"58 : Publishing activities","58","division","2020",1395
"58 : Publishing activities","58","division","2021",1405
"58 : Publishing activities","58","division","2022",1475
"58 : Publishing activities","58","division","2023",1445
"58 : Publishing activities","58","division","2024",1440
"581 : Publishing of books, periodicals and other publishing activities","581","group","2019",1130
"581 : Publishing of books, periodicals and other publishing activities","581","group","2020",1040
"581 : Publishing of books, periodicals and other publishing activities","581","group","2021",1010
"581 : Publishing of books, periodicals and other publishing activities","581","group","2022",1010
"581 : Publishing of books, periodicals and other publishing activities","581","group","2023",960
"581 : Publishing of books, periodicals and other publishing activities","581","group","2024",945
"582 : Software publishing","582","group","2019",335
"582 : Software publishing","582","group","2020",355
"582 : Software publishing","582","group","2021",395
"582 : Software publishing","582","group","2022",465
"582 : Software publishing","582","group","2023",485
"582 : Software publishing","582","group","2024",495
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2019",1260
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2020",1225
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2021",1365
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2022",1455
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2023",1480
"59 : Motion picture, video and television programme production, sound recording and music publishing activities","59","division","2024",1490
"591 : Motion picture, video and television programme activities","591","group","2019",1165
"591 : Motion picture, video and television programme activities","591","group","2020",1120
"591 : Motion picture, video and television programme activities","591","group","2021",1255
"591 : Motion picture, video and television programme activities","591","group","2022",1335
"591 : Motion picture, video and television programme activities","591","group","2023",1350
"591 : Motion picture, video and television programme activities","591","group","2024",1350
"592 : Sound recording and music publishing activities","592","group","2019",95
"592 : Sound recording and music publishing activities","592","group","2020",105
"592 : Sound recording and music publishing activities","592","group","2021",110
"592 : Sound recording and music publishing activities","592","group","2022",120
"592 : Sound recording and music publishing activities","592","group","2023",130
"592 : Sound recording and music publishing activities","592","group","2024",140
"60 : Programming and broadcasting activities","60","division","2019",150
"60 : Programming and broadcasting activities","60","division","2020",140
"60 : Programming and broadcasting activities","60","division","2021",135
"60 : Programming and broadcasting activities","60","division","2022",145
"60 : Programming and broadcasting activities","60","division","2023",125
"60 : Programming and broadcasting activities","60","division","2024",125
"601 : Radio broadcasting","601","group","2019",65
"601 : Radio broadcasting","601","group","2020",60
"601 : Radio broadcasting","601","group","2021",45
"601 : Radio broadcasting","601","group","2022",50
"601 : Radio broadcasting","601","group","2023",40
"601 : Radio broadcasting","601","group","2024",40
"602 : Television programming and broadcasting activities","602","group","2019",85
"602 : Television programming and broadcasting activities","602","group","2020",80
"602 : Television programming and broadcasting activities","602","group","2021",90
"602 : Television programming and broadcasting activities","602","group","2022",95
"602 : Television programming and broadcasting activities","602","group","2023",85
"602 : Television programming and broadcasting activities","602","group","2024",85
"61 : Telecommunications","61","division","2019",970
"61 : Telecommunications","61","division","2020",970
"61 : Telecommunications","61","division","2021",995
"61 : Telecommunications","61","division","2022",1005
"61 : Telecommunications","61","division","2023",1025
"61 : Telecommunications","61","division","2024",1045
"611 : Wired telecommunications activities","611","group","2019",130
"611 : Wired telecommunications activities","611","group","2020",125
"611 : Wired telecommunications activities","611","group","2021",140
"611 : Wired telecommunications activities","611","group","2022",160
"611 : Wired telecommunications activities","611","group","2023",160
"611 : Wired telecommunications activities","611","group","2024",170
"612 : Wireless telecommunications activities","612","group","2019",145
"612 : Wireless telecommunications activities","612","group","2020",150
"612 : Wireless telecommunications activities","612","group","2021",155
"612 : Wireless telecommunications activities","612","group","2022",145
"612 : Wireless telecommunications activities","612","group","2023",150
"612 : Wireless telecommunications activities","612","group","2024",165
"613 : Satellite telecommunications activities","613","group","2019",25
"613 : Satellite telecommunications activities","613","group","2020",25
"613 : Satellite telecommunications activities","613","group","2021",30
"613 : Satellite telecommunications activities","613","group","2022",25
"613 : Satellite telecommunications activities","613","group","2023",25
"613 : Satellite telecommunications activities","613","group","2024",25
"619 : Other telecommunications activities","619","group","2019",670
"619 : Other telecommunications activities","619","group","2020",670
"619 : Other telecommunications activities","619","group","2021",670
"619 : Other telecommunications activities","619","group","2022",675
"619 : Other telecommunications activities","619","group","2023",690
"619 : Other telecommunications activities","619","group","2024",685
"62 : Computer programming, consultancy and related activities","62","division","2019",8295
"62 : Computer programming, consultancy and related activities","62","division","2020",8580
"62 : Computer programming, consultancy and related activities","62","division","2021",9045
"62 : Computer programming, consultancy and related activities","62","division","2022",9600
"62 : Computer programming, consultancy and related activities","62","division","2023",9725
"62 : Computer programming, consultancy and related activities","62","division","2024",9855
"620 : Computer programming, consultancy and related activities","620","group","2019",8295
"620 : Computer programming, consultancy and related activities","620","group","2020",8580
"620 : Computer programming, consultancy and related activities","620","group","2021",9045
"620 : Computer programming, consultancy and related activities","620","group","2022",9600
"620 : Computer programming, consultancy and related activities","620","group","2023",9725
"620 : Computer programming, consultancy and related activities","620","group","2024",9855
"63 : Information service activities","63","division","2019",785
"63 : Information service activities","63","division","2020",805
"63 : Information service activities","63","division","2021",885
"63 : Information service activities","63","division","2022",930
"63 : Information service activities","63","division","2023",970
"63 : Information service activities","63","division","2024",955
"631 : Data processing, hosting and related activities; web portals","631","group","2019",580
"631 : Data processing, hosting and related activities; web portals","631","group","2020",595
"631 : Data processing, hosting and related activities; web portals","631","group","2021",655
"631 : Data processing, hosting and related activities; web portals","631","group","2022",685
"631 : Data processing, hosting and related activities; web portals","631","group","2023",685
"631 : Data processing, hosting and related activities; web portals","631","group","2024",685
"639 : Other information service activities","639","group","2019",205
"639 : Other information service activities","639","group","2020",210
"639 : Other information service activities","639","group","2021",230
"639 : Other information service activities","639","group","2022",245
"639 : Other information service activities","639","group","2023",285
"639 : Other information service activities","639","group","2024",270
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2019",1110
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2020",1150
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2021",1165
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2022",1205
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2023",1225
"64 (Excl 642) : Financial service activities, except insurance and pension funding","64","division","2024",1250
"641 : Monetary intermediation","641","group","2019",350
"641 : Monetary intermediation","641","group","2020",345
"641 : Monetary intermediation","641","group","2021",345
"641 : Monetary intermediation","641","group","2022",335
"641 : Monetary intermediation","641","group","2023",330
"641 : Monetary intermediation","641","group","2024",350
"643 : Trusts, funds and similar financial entities","643","group","2019",120
"643 : Trusts, funds and similar financial entities","643","group","2020",120
"643 : Trusts, funds and similar financial entities","643","group","2021",120
"643 : Trusts, funds and similar financial entities","643","group","2022",115
"643 : Trusts, funds and similar financial entities","643","group","2023",0
"643 : Trusts, funds and similar financial entities","643","group","2024",130
"649 : Other financial service activities, except insurance and pension funding","649","group","2019",640
"649 : Other financial service activities, except insurance and pension funding","649","group","2020",685
"649 : Other financial service activities, except insurance and pension funding","649","group","2021",700
"649 : Other financial service activities, except insurance and pension funding","649","group","2022",755
"649 : Other financial service activities, except insurance and pension funding","649","group","2023",135
"649 : Other financial service activities, except insurance and pension funding","649","group","2024",770
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2019",250
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2020",250
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2021",245
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2022",245
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2023",760
"65 : Insurance, reinsurance and pension funding, except compulsory social security","65","division","2024",245
"651 : Insurance","651","group","2019",240
"651 : Insurance","651","group","2020",240
"651 : Insurance","651","group","2021",235
"651 : Insurance","651","group","2022",235
"651 : Insurance","651","group","2023",245
"651 : Insurance","651","group","2024",235
"652 : Reinsurance","652","group","2019",10
"652 : Reinsurance","652","group","2020",10
"652 : Reinsurance","652","group","2021",10
"652 : Reinsurance","652","group","2022",10
"652 : Reinsurance","652","group","2023",235
"652 : Reinsurance","652","group","2024",10
"653 : Pension funding","653","group","2019",0
"653 : Pension funding","653","group","2020",0
"653 : Pension funding","653","group","2021",0
"653 : Pension funding","653","group","2022",0
"653 : Pension funding","653","group","2023",10
"653 : Pension funding","653","group","2024",0
"66 : Activities auxiliary to financial services and insurance activities","66","division","2019",3420
"66 : Activities auxiliary to financial services and insurance activities","66","division","2020",3430
"66 : Activities auxiliary to financial services and insurance activities","66","division","2021",3420
"66 : Activities auxiliary to financial services and insurance activities","66","division","2022",3410
"66 : Activities auxiliary to financial services and insurance activities","66","division","2023",3370
"66 : Activities auxiliary to financial services and insurance activities","66","division","2024",3335
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2019",1580
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2020",1580
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2021",1595
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2022",1580
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2023",1555
"661 : Activities auxiliary to financial services, except insurance and pension funding","661","group","2024",1515
"662 : Activities auxiliary to insurance and pension funding","662","group","2019",1360
"662 : Activities auxiliary to insurance and pension funding","662","group","2020",1355
"662 : Activities auxiliary to insurance and pension funding","662","group","2021",1310
"662 : Activities auxiliary to insurance and pension funding","662","group","2022",1300
"662 : Activities auxiliary to insurance and pension funding","662","group","2023",1260
"662 : Activities auxiliary to insurance and pension funding","662","group","2024",1250
"663 : Fund management activities","663","group","2019",480
"663 : Fund management activities","663","group","2020",495
"663 : Fund management activities","663","group","2021",515
"663 : Fund management activities","663","group","2022",530
"663 : Fund management activities","663","group","2023",555
"663 : Fund management activities","663","group","2024",570
"68 : Real estate activities","68","division","2019",6450
"68 : Real estate activities","68","division","2020",6430
"68 : Real estate activities","68","division","2021",6555
"68 : Real estate activities","68","division","2022",6565
"68 : Real estate activities","68","division","2023",6510
"68 : Real estate activities","68","division","2024",6670
"681 : Buying and selling of own real estate","681","group","2019",235
"681 : Buying and selling of own real estate","681","group","2020",245
"681 : Buying and selling of own real estate","681","group","2021",240
"681 : Buying and selling of own real estate","681","group","2022",270
"681 : Buying and selling of own real estate","681","group","2023",290
"681 : Buying and selling of own real estate","681","group","2024",285
"682 : Renting and operating of own or leased real estate","682","group","2019",2715
"682 : Renting and operating of own or leased real estate","682","group","2020",2745
"682 : Renting and operating of own or leased real estate","682","group","2021",2775
